employee_id,birth_date,gender,marital_status,education_level,university,specialization,languages,address,emergency_contact,emergency_phone,base_salary,bonus_rate,vacation_days,sick_days,probation_end,last_review_date,next_review_date
179,1965-10-15,Ч,Одружений/а,PhD,Сумський державний університет,Музикант,['Англійська'],"сквер Незамаївська, буд. 609, Умань, 32371",Одарка Гавриленко,354-31-23,24871.9,0.09,21,1,2020-08-06,2021-12-31,2025-03-03 01:32:44.062869
180,1965-08-16,Ж,Одружений/а,Середня,Чернівецький національний університет імені Юрія Федьковича,Провізор,"['Німецька', 'Українська', 'Польська']","набережна Тінистий, буд. 767, Деражня, 69456",Демʼян Микитюк,+380 (26) 598-05-72,46573.82,0.15,18,5,2021-12-23,2022-03-09,2025-05-30 01:32:44.063424
181,1968-01-19,Ч,Одружений/а,Бакалавр,Одеський національний університет імені І. І. Мечникова,Няня,"['Англійська', 'Німецька']","набережна Михайла Божія, буд. 5 кв. 886, Турка, 89092",Орина Скоробогатько,+380 63 289 68 68,17909.58,0.05,24,5,2021-05-05,2024-08-21,2025-06-01 01:32:44.063424
182,1979-01-07,Ч,Одружений/а,Середня,Херсонський державний університет,Електромонтер,['Українська'],"площа Василя Симоненка, буд. 588 кв. 7, Куп'янськ, 51458",Наталія Асаула,+380 (48) 496-96-64,27678.59,0.1,19,9,2023-11-03,2024-10-18,2025-06-27 01:32:44.063424
183,1963-04-21,Ч,Одружений/а,Бакалавр,Тернопільський національний технічний університет імені Івана Пулюя,,"['Німецька', 'Польська']","площа Кипарисний 2-й, буд. 2 кв. 48, Рогатин, 64804",Світлана Макаренко,+380 73 806-77-88,29252.24,0.11,20,9,2022-04-13,2024-03-31,2025-02-23 01:32:44.063424
184,2002-09-23,Ч,Одружений/а,Середня,Одеський національний політехнічний університет,,"['Німецька', 'Англійська', 'Польська']","парк Обривиста, буд. 5 кв. 846, Часів Яр, 36305",Павло Хорішко,227 49 72,23255.0,0.06,24,0,2023-07-01,2023-07-28,2025-03-24 01:32:44.063424
185,1978-07-23,Ч,Одружений/а,Бакалавр,Донецький національний університет імені Василя Стуса,Дерун,['Польська'],"вулиця Юннатів 1-й, буд. 62 кв. 11, Південне, 79403",Даниленко Аніта Францівна,080 011 94 05,18235.74,0.17,23,6,2023-11-23,2023-10-06,2025-06-22 01:32:44.063424
186,1978-02-12,Ж,Одружений/а,Магістр,Полтавський державний медичний університет,Клоун,['Українська'],"шосе Тополина, буд. 12 кв. 853, Світловодськ, 51000",Марта Тягнибок,054 699 42 38,17028.06,0.12,22,9,2020-12-31,2023-05-12,2025-02-04 01:32:44.063424
187,2005-12-13,Ч,Неодружений/а,Бакалавр,Національний авіаційний університет,Різноробочий,"['Польська', 'Українська']","сквер Куниці, буд. 487 кв. 2, Олевськ, 70842",Пріска Титаренко,764 30 56,20028.53,0.19,18,10,2020-07-05,2024-07-21,2025-06-07 01:32:44.063424
188,2001-09-22,Ж,Розлучений/а,PhD,Львівський національний університет імені Івана Франка,Вчитель,"['Англійська', 'Німецька', 'Українська']","провулок Чорноморський, буд. 019 кв. 394, Збараж, 86366",пан Леонід Василечко,+380 99 990-76-41,27837.59,0.13,20,8,2024-02-20,2024-01-17,2025-05-15 01:32:44.063424
189,1965-01-21,Ч,Неодружений/а,Магістр,Київський національний університет імені Тараса Шевченка,,"['Німецька', 'Польська', 'Англійська']","провулок Євгена Крамаренка, буд. 9 кв. 7, Берегове, 77682",Марʼяна Чекалюк,+380 98 930-37-90,17580.79,0.06,18,0,2023-02-18,2023-09-09,2025-05-28 01:32:44.063424
190,1984-10-20,Ч,Неодружений/а,Бакалавр,Тернопільський національний медичний університет імені І.Я. Горбачевського,,['Німецька'],"шосе Музична, буд. 41, Гуляйполе, 24545",Данна Вобла,+380 (88) 820-15-49,54056.69,0.19,24,7,2025-02-21,2024-11-24,2025-04-22 01:32:44.063424
191,1990-02-19,Ж,Одружений/а,PhD,Одеський національний університет імені І. І. Мечникова,Астрофізик,"['Польська', 'Англійська']","набережна Горизонтальна, буд. 3, Скадовськ, 45784",Оксана Ажажа,004 177 32 11,76778.38,0.1,24,7,2021-07-14,2022-05-05,2025-06-21 01:32:44.063424
192,1992-03-07,Ч,Неодружений/а,Магістр,Київський національний університет імені Тараса Шевченка,Епідеміолог,['Польська'],"площа Балтський 3-й, буд. 11 кв. 21, Новий Буг, 58990",Єва Короленко,000 073-55-81,28292.4,0.2,21,3,2022-04-01,2024-03-31,2025-06-05 01:32:44.063424
193,1989-05-12,Ж,Одружений/а,Середня,Харківський національний університет імені В. Н. Каразіна,,"['Українська', 'Німецька']","площа Валерія Лобановського, буд. 5 кв. 1, Хорол, 51994",Марко Шухевич,+380 50 130-18-99,75477.63,0.09,19,2,2020-05-01,2023-06-24,2025-05-16 01:32:44.063424
194,1996-07-27,Ж,Одружений/а,PhD,Центральноукраїнський національний технічний університет,,"['Англійська', 'Польська', 'Німецька']","набережна Карантинний узвіз, буд. 82, Новодружеськ, 91478",Сніжана Калениченко,784-93-44,22196.86,0.18,24,2,2022-02-27,2024-08-04,2025-04-17 01:32:44.063424
195,1980-06-19,Ч,Розлучений/а,Бакалавр,Одеський національний університет імені І. І. Мечникова,,"['Українська', 'Польська', 'Німецька']","набережна Середньофонтанська, буд. 05, Кальміуське, 31644",Віолетта Чала,083 663 20 98,17688.71,0.12,18,9,2024-02-04,2024-12-25,2025-06-10 01:32:44.063424
196,1976-10-29,Ч,Розлучений/а,Середня,Одеський національний університет імені І. І. Мечникова,,"['Англійська', 'Німецька']","вулиця Берестейська, буд. 691 кв. 98, Герца, 91401",Забіла Леон Георгійович,+380 31 736-12-40,22416.54,0.07,24,8,2023-06-29,2023-05-17,2025-03-03 01:32:44.063424
197,1980-05-03,Ж,Розлучений/а,Бакалавр,Херсонський державний університет,,"['Англійська', 'Польська', 'Німецька']","проспект Князівська, буд. 95, Самбір, 49418",Тригуб Веніямин Михайлович,062 279-31-90,23639.77,0.11,23,9,2023-07-26,2024-08-12,2025-06-03 01:32:44.063424
198,1999-04-12,Ж,Одружений/а,Середня,Київський національний економічний університет імені Вадима Гетьмана,,['Англійська'],"провулок Жолкова Бориса, буд. 026, Кагарлик, 52838",Марко Черінько,238 21 64,23177.1,0.1,21,1,2024-10-26,2024-10-23,2025-02-05 01:32:44.063424
199,1997-05-03,Ч,Неодружений/а,Бакалавр,Херсонський державний університет,,"['Німецька', 'Польська']","сквер Бессарабська, буд. 037 кв. 73, Шахтарськ, 05620",Омелян Дерегус,622 03 35,56271.43,0.11,21,7,2024-07-17,2024-04-21,2025-04-06 01:32:44.063424
200,1966-12-07,Ч,Неодружений/а,Середня,Херсонський державний університет,,"['Українська', 'Англійська', 'Німецька']","парк Восьмого березня 2-й, буд. 65 кв. 3, Отаманівка, 66796",пані Галина Ярош,+380 (35) 034-87-52,15995.29,0.15,19,6,2024-05-30,2024-08-26,2025-02-07 01:32:44.063424
