application_id,vacancy_id,candidate_name,email,phone,current_position,current_company,current_salary,expected_salary,experience_years,education_level,application_date,status,interview_date,feedback,source
219,54,Франц Тригуб,lytvynieva@example.com,+380 52 449-82-77,Намотувальник,Теличенко LLC,30252.38,42280.93,4,Бакалавр,2024-11-25,Співбесіда,2024-12-01,,Work.ua
220,64,Єфрем Швайка,frants05@example.org,151 92 90,Палеонтолог,Товстоліс Group,16902.99,22893.3,13,PhD,2024-10-21,Пропозиція,2024-11-03,Незручно п'ятеро витримати відзначити слати ленінград. Командування палата штаб нині гіркий фахівець бетонний прем'єра. Мати покинути ленінград гроші.,Рекомендація
221,47,Софія Вовк,vladyslavmakohon@example.org,014 376 29 04,Живописець,Артимишин-Швачка,40926.49,52992.31,2,Бакалавр,2024-07-29,Розглядається,,,Рекомендація
222,84,Марія Щириця,olehkovaliuk@example.org,+380 72 190-67-27,Антрополог,Твердохліб-Ґоляш,23356.76,32139.29,12,PhD,2023-09-22,Співбесіда,2023-10-02,,Інше
223,64,Орина Гаврилів,orestvashchuk@example.net,995 44 73,Перекладач,"Якимчук, Чуприна and Чарниш",12126.96,17638.53,15,Бакалавр,2024-11-19,Розглядається,,,Сайт компанії
224,100,пан Ярослав Гоголь-Яновський,bohuslavdrobiazko@example.org,+380 69 433 20 48,Ріелтор,Бандурка-Христенко,17824.1,25801.81,6,Середня,2024-12-07,Нова,,,Сайт компанії
225,84,Микитюк Анжела Єлисеївна,charnyshpanteleimon@example.org,+380 69 309-19-77,Візажист,Ващук-Верес,26285.06,33859.16,13,PhD,2024-11-29,Пропозиція,2024-12-10,"Мигнути шкільний даль секунда монета лівий. Обуритися кільце кпсс бажання ягода процес.
ПодвірʼЯ інфекція збільшуватися. Кордон щастя число.",Work.ua
226,75,Едуард Приходько,drobiazkoomelian@example.com,+380 00 207-58-16,Вчитель,"Верменич, Ватаманюк and Тесленко",21730.79,29310.73,12,PhD,2024-12-08,Співбесіда,2024-12-15,,Сайт компанії
227,14,Лаба Тетяна Климентівна,budovenko@example.net,082 287-92-30,Євнух,Ященко and Sons,14444.21,18520.05,3,Бакалавр,2024-08-20,Співбесіда,2024-08-25,,Рекомендація
228,91,Альбіна Семенченко,hudovychenko@example.net,071 347-76-20,Астронавт,Кабалюк-Швайка,12512.66,18452.72,9,Бакалавр,2023-02-26,Співбесіда,2023-03-01,,Рекомендація
229,90,Василь Дурдинець,vadym63@example.org,+380 66 164 60 69,Доцент,"Усик, Джунь and Бабенко",11324.77,12570.25,3,Магістр,2024-01-23,Пропозиція,2024-01-31,Розвинений правління відзначити мета затягнутися хотіти. Роса процес коричневий ніч промовчати несподіваний.,LinkedIn
230,20,Варвара Абрамчук,baranetsstanislav@example.org,+380 13 415-70-43,Фотограф,"Дробаха, Данилюк and Гаврилець",16557.37,18424.34,14,Магістр,2024-04-27,Нова,,,Сайт компанії
231,17,Дарина Андрієнко,saliiarkadii@example.net,+380 (58) 543-40-86,Програміст,"Рудько, Дубина and Лисенко",35966.44,40879.91,14,Бакалавр,2023-10-26,Нова,,,Інше
232,57,Ольга Чала,hryhorii13@example.net,+380 24 858-24-38,Правник,Матвієнко-Гайдамака,17486.29,20246.01,13,Середня,2024-02-12,Пропозиція,2024-02-22,Лягати редактор полум'я вчений плід. Природний синок розкішний болото танцювати промовчати що-небудь.,LinkedIn
233,67,Амалія Талан,cvakulenko@example.com,+380 (10) 012-69-49,Ґрунтознавець,"Конопленко, Баштан and Ільєнко",31491.61,37387.06,5,Магістр,2024-02-10,Прийнято,2024-02-21,Пробувати заробити вскакивать занадто прем'єра каюта.,Сайт компанії
234,50,Демид Василечко,liubov87@example.org,+380 (63) 245-21-56,Музикознавець,Дахно-Демʼяненко,18910.23,21907.78,14,Бакалавр,2023-12-26,Прийнято,2023-12-29,Ланцюжок благати шолом пастух розвернутися вибирати зловити. Упустити пристойний мотоцикл покоління. Радість доба лівий виконувати.,Work.ua
235,3,пан Костянтин Зарудний,oiashchenko@example.org,550 94 72,Журналіст,Романчук-Сірченко,39458.72,45203.54,8,PhD,2024-12-15,Нова,,,Рекомендація
236,40,Федір Габелко,bohdandrozdenko@example.org,579 55 72,Геофізик,Габелко Ltd,22280.9,33141.66,3,Середня,2024-12-30,Відхилено,2025-01-04,"Різноманітний теорія трясти. Блискучий порода здалеку.
Метелик художній приятель вибирати загроза залучати. Гіркий художній заплакати бігати підземний. Шолом що жорстокий число помовчати.",Інше
237,99,Людмила Туркало,halyna94@example.net,072 917-78-20,Дизайнер,Червоненко Group,10233.42,15250.13,7,PhD,2024-10-27,Нова,,,Інше
238,89,Оксана Опанасенко,uhavryliuk@example.com,+380 38 306 71 73,Вчитель,"Ільченко, Чорновіл and Архимович",29894.85,40389.27,11,Магістр,2024-12-06,Відхилено,2024-12-20,Інший матерія вибирати жорстокий зрозумілий. Ліловий пристойний пропаганда забирати інструкція секунда.,Сайт компанії
239,39,Михайлина Чумаченко,verkhovynetskhrystyna@example.com,038 584 34 93,Палеонтолог,Бабич Inc,44890.09,54006.07,10,Бакалавр,2024-03-09,Співбесіда,2024-03-23,,Інше
240,50,Онищенко Адам Гордійович,onufriienkoarkadii@example.net,+380 93 262-48-32,Скульптор,"Чарниш, Яремчук and Скирда",23913.88,29764.88,11,PhD,2024-05-11,Відхилено,2024-05-23,А заклик мить услати протягувати. Степ черговий о заборонити обуритися.,Рекомендація
241,39,Федір Аврамчук,iefrem28@example.com,+380 00 414 74 84,Педагог,"Овсієнко, Венгринович and Ісаєнко",13749.82,15828.83,2,Середня,2024-07-31,Прийнято,2024-08-13,"Вовк мимо ґаздиня бригада. Бок вибирати місце зарплата присвятити.
Шкільний пісенька виднітися. Кордон неправда перед конференція вчора спосіб.",LinkedIn
242,75,Соломон Калениченко,onyshchenkomykolai@example.com,042 976 00 36,Астронавт,Бевзенко PLC,48558.75,59398.67,5,Бакалавр,2024-11-25,Співбесіда,2024-12-04,,Рекомендація
243,4,Медведенко Леонтій Давидович,anzhelatsymbal@example.net,+380 03 491-48-14,Різноробочий,Шахрай-Дашкевич,32300.56,37738.96,8,Магістр,2024-02-09,Пропозиція,2024-02-19,Сумний самостійно підкинути мати. Вмирати порт відзначити радити холодно. Навряд відділ господь пірʼя метелик сміятися загроза.,Сайт компанії
244,27,пані Анастасія Байрак,ciakymenko@example.org,027 292-81-83,Журналіст,"Верхола, Романенко and Терещук",21148.11,25861.31,12,PhD,2024-08-11,Розглядається,,,LinkedIn
245,28,Трохим Ільченко,fchekaliuk@example.com,094 688-58-36,Паблік рилейшнз,"Данько, Лисенко and Яременко",19481.12,23992.53,9,Бакалавр,2024-03-26,Відхилено,2024-04-01,"Кільце чотири ґазда камінчик. Збільшуватися триста натиснути передо.
Танцювати вовк дрімати незручно диявол. Вчений видимо зрідка керівник яблуко.",LinkedIn
246,40,Орест Аронець,gbezborodko@example.net,867-78-96,Ріелтор,"Шовкопляс, Аврамчук and Дашенко",31250.39,35701.5,15,Бакалавр,2024-11-09,Відхилено,2024-11-23,Присвятити функція летіти решітка господь. Червень черевик тьмяний радість діставати кишеня.,Рекомендація
247,77,Фаренюк Болеслав Омелянович,venhrynovychanton@example.com,+380 (96) 046-26-88,Маркетолог,"Вакарчук, Тесля and Лукаш",48208.04,70142.03,6,Бакалавр,2024-08-05,Пропозиція,2024-08-19,"Князь отже солома кора пробувати.
Самостійно художній термін перебивати конференція деякий о.",LinkedIn
248,43,пан Роман Гаврилець,mykolai56@example.net,133-03-14,Кінорежисер,Овчаренко LLC,25546.7,29157.22,12,PhD,2024-10-08,Пропозиція,2024-10-20,Провал аж райком через спорт. Ніж заклад банк прошепотіти сумнівний настати упустити. Поява несподіваний сонце обуритися програміст.,Сайт компанії
249,87,Дмитро Ґереґа,qiurchenko@example.org,+380 88 593-66-80,Модель,Александренко-Дубас,19834.31,27928.07,12,Магістр,2024-07-30,Нова,,,Інше
250,43,Зорян Микитюк,vitaliiilchenko@example.org,+380 51 539-68-66,Фармацевт,Артимович-Голик,20676.31,29072.65,14,Магістр,2024-09-09,Розглядається,,,LinkedIn
251,1,Олекса Опанасенко,zaleksiuk@example.org,028 603-84-77,Футболіст,Рябошапка-Лупій,12472.46,17340.82,11,Бакалавр,2024-12-21,Розглядається,,,Work.ua
252,8,Алла Базилевська,zshukhevych@example.com,006 921 57 68,Астроном,Якимчук Group,35803.88,47448.76,5,Середня,2023-10-20,Пропозиція,2023-10-24,"Бігати відзначити пристрій робочий. Господь похорон факультет о.
Спалити червень встати наштовхнутися блін бочок вказаний. Монета палата комунізм при. Роса заява ефект.",Інше
253,43,Гайворонський Борислав Сергійович,klavdiiahavrylyshyn@example.com,+380 84 261-83-33,Будник,"Баклан, Василевич and Андрейко",45571.2,65736.2,15,PhD,2024-10-02,Прийнято,2024-10-11,"Залучати помовчати вивчити хліб командування. Нарада заклад грати голубчик.
Палиця триста намір трясти зрозумілий. Несподівано купа-невеличка міркування благати. Тьмяний плід мільярд теорія.",Work.ua
254,97,пан Вʼячеслав Жученко,qprokopovych@example.org,+380 39 794-05-72,Антрополог,Запорожець-Дахно,42908.48,51908.2,5,Магістр,2024-10-21,Нова,,,Рекомендація
255,39,Устим Батуринець,vkolesnychenko@example.org,729 59 41,Кухар,Рябовіл Inc,18065.15,25375.71,9,Магістр,2024-03-09,Співбесіда,2024-03-17,,LinkedIn
256,5,Дан Адамчук,prokopovychveniiamyn@example.org,+380 07 340-87-22,Стиліст,Гречаник Inc,38143.04,55031.7,6,Бакалавр,2024-12-08,Пропозиція,2024-12-13,Бігати академік бригада кпсс приятель холодно. За пастух ліхтарик спорт благати боєць нині. Процес важкий академік результат. Неправда щось червонй багряний ефект світило.,Рекомендація
257,73,Соломія Алексюк,tereza55@example.org,+380 20 228-00-44,Кушнір,"Товстоліс, Балабан and Титаренко",45708.91,61599.36,14,PhD,2024-07-16,Прийнято,2024-07-20,Кора а білизна. Хід інвалід зелений помовчати ручка вчений. Прем'Єра покидати юний досліджено. Забирати мить камінчик податковий ковзати дружно міра.,Інше
258,95,Костянтин Цимбалюк,bohdankhrystych@example.net,+380 98 135-46-36,Громадський діяч,Шевченко-Височан,12273.06,17124.72,5,Середня,2024-04-27,Співбесіда,2024-05-04,,Інше
259,86,Варвара Скирда,maksymcharnysh@example.org,+380 15 371 32 17,Професор,Деревʼянко-Шаблій,37968.47,56611.96,14,PhD,2024-01-24,Відхилено,2024-02-02,"Порт метелик полум'я пристойний більше. Поява комунізм ефект прелесть пані солома.
Відповісти слати загроза дружно за нога. Танцювати груди палата один червонй купа покидати.",Інше
260,88,пані Марта Бабʼюк,anita76@example.org,811 35 26,Бібліограф,"Рудько, Бабко and Ящук",32235.21,41541.51,4,Середня,2023-05-11,Відхилено,2023-05-17,"Протягувати житель похмуро командувач сумний витримати зловити.
Груди число прелесть друкувати паща поставити. Камінчик вчений тисяча страта знаходити спорт. Коричневий вигнати діловий колектив.",Інше
261,69,Варфоломій Онищенко,tereshchukustym@example.org,+380 49 252-19-17,Електромонтер,Романець-Корбут,20962.97,23892.08,8,Магістр,2024-06-12,Співбесіда,2024-06-23,,Інше
262,95,пані Едита Данильчук,leontiikhrystych@example.net,042 353 80 87,Машиніст,"Дахно, Гайдамака and Носенко",47057.09,60575.95,6,Бакалавр,2024-05-16,Відхилено,2024-05-28,Бігати метал степ самостійно білизна заклик функція. Мільярд блискучий недолік правий.,Work.ua
263,59,Пантелеймон Чумак,liza10@example.org,337 11 44,Живописець,"Бабійчук, Лазаренко and Деркач",19610.44,21822.16,9,Магістр,2024-10-30,Розглядається,,,Інше
264,82,Андрій Цибуленко,stanislav44@example.com,307 07 20,Кухар,Дахно-Дубенко,35064.06,42234.49,10,Середня,2024-12-19,Співбесіда,2025-01-02,,Work.ua
265,54,Єлисавета Тригуб,nadiiatarasenko@example.org,+380 17 558-31-50,Льотчик,Жаліло PLC,21496.95,28144.82,15,Середня,2024-08-08,Відхилено,2024-08-17,"Задерти яблуко головка радість тривога. Здалеку похмуро звільнення кишеня порт наступати нога.
Коробка тисяча синок. Домогтися порт що господь гуляти.",LinkedIn
266,3,Гриценко Ілля Артемович,klavdiia50@example.net,+380 (43) 019-00-85,Парфюмер,Тичина-Дубенко,47041.52,62038.16,9,PhD,2024-12-25,Співбесіда,2025-01-01,,LinkedIn
267,25,Данна Христич,bohdankhrystych@example.net,043 739 24 00,Бухгалтер,Кармалюк Inc,38959.94,54672.71,12,Магістр,2023-08-11,Відхилено,2023-08-23,Гіркий гідність правий кпсс виражений. Поставити гідність настати діставати.,Рекомендація
268,76,Альберт Сиротенко,halynashukhevych@example.com,+380 (09) 723-60-71,Сценарист,Колодуб and Sons,41499.04,52731.63,0,Бакалавр,2024-08-19,Розглядається,,,Інше
269,21,Борис Ватаманюк,leopoldokhrymovych@example.com,+380 (05) 932-73-52,Математик,Гаврюшенко Ltd,17727.3,23030.64,0,PhD,2023-12-30,Відхилено,2024-01-10,Хід близько роса сміття ремінь. Важливий навіщо скинути камінчик боєць виражений направо. Ковзати що-небудь каюта провінція приятель хліб похорон.,Інше
270,11,Адам Скоробогатько,bohdan82@example.com,+380 60 517-10-02,Доцент,Чумак Inc,11427.19,13733.38,5,Магістр,2024-11-02,Прийнято,2024-11-13,Протягувати бажання мета. Виникнення актриса вивчити насолода незвичний розвернутися банк. Пити перетнути заспівати поріг кордон.,LinkedIn
271,65,Марія Михалюк,stusserhii@example.net,301 43 96,Футболіст,Єфименко-Корпанюк,30695.95,34867.54,14,Бакалавр,2024-09-01,Розглядається,,,Інше
272,28,Стельмах Демид Глібович,chumachenkoaaron@example.org,031 171-93-91,Електромонтажник,Чорновіл-Дергач,46810.17,59046.39,15,Середня,2024-03-30,Розглядається,,,LinkedIn
273,67,Каденюк Макар Давидович,nazar24@example.com,414 97 71,Головний меркшейдер,"Ємельяненко, Тесля and Карпенко",13795.38,17938.84,14,PhD,2024-02-26,Прийнято,2024-03-01,Банда жорстокий холодно основа шкільний блискучий. Затримати залучати колишній.,Рекомендація
274,95,Симон Деряжний,hshchyrytsia@example.org,049-01-02,Фольклорист,"Слюсар, Симоненко and Чаленко",22389.5,27542.0,11,PhD,2024-04-21,Відхилено,2024-05-05,"Мільярд діловий обуритися природа зображати мить. Кут демократія деякий підземний теорія.
Збільшуватися військовий другий головний пристрасть означати гіркий. Натиснути можливо правильний.",Інше
275,34,Вахній Соломон Арсенович,azarumanets@example.org,+380 74 907-25-68,Художник,"Шаповал, Авраменко and Дараган",11802.27,15302.27,3,Бакалавр,2024-11-27,Нова,,,Рекомендація
276,95,Валентин Атрощенко,avhustynbazavluchenko@example.org,617 95 77,Льотчик,"Байрак, Карась and Гуцуляк",37366.52,45723.92,1,Магістр,2024-03-26,Прийнято,2024-04-03,"Здригатися суглоб потрясти. Заклад головка вказаний чітко. Червень конференція монета намір прелесть банда.
Заробити паща дружно інвалід монета. Конференція багряний правління ручка природний.",LinkedIn
277,58,Марина Твердохліб,darynahohol@example.org,+380 (45) 924-41-57,Графік,Товстоліс LLC,16031.9,20247.41,6,Бакалавр,2024-05-11,Співбесіда,2024-05-17,,Work.ua
278,95,Маруся Жученко,nmoskal@example.net,731-47-27,Флорист,Філіпенко and Sons,19533.53,24070.12,0,Магістр,2024-03-25,Нова,,,Work.ua
279,37,Оксенія Захаренко,danylohrechanyk@example.com,+380 92 115 36 50,Сантехнік,Копитко-Наливайко,32756.7,36743.99,11,Бакалавр,2024-07-19,Розглядається,,,Work.ua
280,63,пан Георгій Рева,stepanatamaniuk@example.org,+380 (79) 042-14-41,Промисловець,Вахній-Данилюк,21583.11,30418.87,2,PhD,2024-12-20,Співбесіда,2024-12-31,,Рекомендація
281,99,Соломон Валенко,ddeisun@example.com,564-50-09,Прокурор,Годунок Inc,46867.67,69696.53,5,Середня,2024-10-21,Розглядається,,,Work.ua
282,58,Василь Затовканюк,avreliihuzenko@example.org,835 87 38,Режисер,"Колодуб, Байдак and Ісаєнко",38413.14,53597.37,14,Бакалавр,2024-12-03,Нова,,,LinkedIn
283,95,Нестор Носаченко,dankevychihnat@example.net,+380 96 211 23 39,Художник,Гузій-Сиротенко,22836.89,30646.61,9,Середня,2024-05-10,Співбесіда,2024-05-20,,Сайт компанії
284,11,Леон Їжак,oles19@example.org,+380 11 516-31-89,Ювелір,"Дашенко, Франко and Лазаренко",35335.03,45274.0,13,Магістр,2024-12-06,Співбесіда,2024-12-19,,Рекомендація
285,96,пані Тереза Ніколюк,arkhypenkoorkhyp@example.net,+380 (74) 026-22-02,Публіцист,"Фастенко, Андрійчук and Примаченко",42278.63,63340.44,2,Магістр,2023-08-28,Співбесіда,2023-09-08,,Work.ua
286,76,Олена Шовкопляс,hartymovych@example.net,+380 95 605 80 46,Випробувач,"Притула, Дашкевич and Жук",49849.4,63525.4,11,Середня,2024-02-02,Пропозиція,2024-02-12,Палець робочий збудження командувач пісня звільнити розуміти. Блискучий кордон труп робочий.,Сайт компанії
287,11,Галина Гаєвська,ubabenko@example.org,000 184 40 62,Епідеміолог,Алексійчук-Гузь,34504.56,48342.66,14,Магістр,2025-01-08,Співбесіда,2025-01-13,,Інше
288,4,Даниленко Олекса Несторович,yartym@example.net,022 869 50 30,Вчитель,Акименко and Sons,13135.98,18354.86,2,Бакалавр,2024-02-01,Пропозиція,2024-02-09,Зарплата потім порт. Зміна командувач здригнутися перед навіщо.,Рекомендація
289,4,Височан Юстина Юхимівна,mykhailyna39@example.org,+380 63 800-22-87,Євнух,Гречаник Inc,30181.81,35087.33,8,Бакалавр,2024-01-25,Відхилено,2024-02-02,Господь запустити скинути протягувати мимо. Ліхтарик домогтися образа вітрина спорт вивести. Теорія інвалід виражений правління світило.,Рекомендація
290,46,Вадим Цюпа,arsenverkhola@example.org,+380 (42) 826-21-12,Живописець,"Базилевський, Сиротенко and Наливайко",38839.93,49891.82,11,PhD,2024-01-27,Розглядається,,,Інше
291,53,Сергій Носенко,leonid37@example.com,+380 89 211-61-02,Стропальник,"Пустовіт, Перепелиця and Базилевич",31403.17,37140.92,15,PhD,2023-07-27,Відхилено,2023-08-08,"Недолік господиня присісти. Підлога задерти сходити засунути забирати їсти заклик. Настати брову вітрина відповісти.
Услати знаходити тисяча. Ламати увійти в'язниця картинка. Кпсс зарплата більше.",Рекомендація
292,49,Лукаш Адам Артемович,shakhraiolha@example.net,+380 (82) 869-51-13,Музикознавець,"Гавришкевич, Єременко and Забашта",26619.74,29782.01,4,PhD,2024-09-21,Пропозиція,2024-09-26,"Ліворуч сходити пропаганда поїзд сонце.
Житель ніж близько уточнити лапа розвернутися. ПірʼЯ пані передо епоха.",LinkedIn
293,23,Байда Орися Ростиславівна,prytulasnizhana@example.net,829 20 10,Кіноактор,"Якимчук, Рудько and Гоголь",19192.99,22877.84,15,Середня,2023-10-12,Нова,,,Інше
294,31,Анастасія Оніщук,velychkoorysia@example.com,+380 37 615-09-85,Штукатур,"Скирда, Носенко and Захаренко",30835.71,39932.32,12,PhD,2023-08-08,Співбесіда,2023-08-22,,LinkedIn
295,3,Ліза Тесля,yzinkevych@example.com,+380 80 107-78-29,Реабілітолог,"Вишняк, Базавлученко and Венгринович",14768.74,21261.4,6,Бакалавр,2024-12-07,Пропозиція,2024-12-14,"Поріг ручка бетонний факультет темніти підземний. Вмирати вибирати один збудження мати.
Конференція ставити суглоб господь колишній багаття здалеку тривога. Шкільний угодний зрідка підкинути.",Рекомендація
296,97,Пилип Жук,boleslav17@example.com,762 81 31,Фольклорист,Атаманюк-Саченко,35201.62,43641.3,3,Магістр,2024-12-29,Відхилено,2025-01-02,Епоха народ мигнути затягнутися близько. Угодний груди жити. Точно похмуро груди правий нині сходити мати.,Рекомендація
297,65,Володимира Приходько,sofiiaprytula@example.com,409-17-02,Головний меркшейдер,Рябченко and Sons,28660.11,39111.24,14,PhD,2023-11-08,Прийнято,2023-11-19,"Мільярд м'який простір потягнутися. Мимо розводити радість знімати.
Знищення аналіз шолом сміятися міра. Командир вітрина рота синок диявол близько означати. Ґудзик мати триста століття.",Інше
298,97,Йосип Закусило,panchukanzhela@example.net,013 296-21-41,Географ,"Лисенко, Сірко and Андрейко",30381.65,40153.56,1,Бакалавр,2024-12-15,Співбесіда,2024-12-23,,LinkedIn
299,7,Арсен Гайдамака,iaremkivfeofan@example.org,898 73 60,Електротехнік,Чорновіл LLC,15543.7,21124.92,3,Магістр,2024-10-15,Пропозиція,2024-10-19,Можливо коробка уточнити. Дружно пісенька важкий який мить пісня. Похмуро простір занадто адже зрозумілий результат червʼяк.,Інше
300,78,Ада Бабич,rhabelko@example.org,+380 08 050-30-62,Кінорежисер,"Бандура, Фартушняк and Дейнеко",41017.59,55025.09,0,Магістр,2024-06-25,Пропозиція,2024-07-05,"Незвичний бок єдиний серйозний. Гіркий брову натиснути гроші.
Комунізм при господь художній сміятися навряд деякий заплакати. Район чотири коваль мати холодно.",Рекомендація
301,76,Софія Малишко,wdatsiuk@example.org,+380 84 856-56-19,Бізнесмен,"Чайка, Гаврилець and Теличенко",22480.98,31644.78,8,Середня,2024-06-12,Нова,,,Сайт компанії
302,23,Стефан Чабан,lukian32@example.org,068 915-97-24,Модель,Міщенко PLC,24664.39,28869.93,2,Бакалавр,2024-06-23,Пропозиція,2024-06-26,"Даль легко голубчик доба художній. Підземний звільнити байдужий спорт. Редактор грати факультет.
Самостійно сонце надати радість число. Набір палець палець ліворуч небезпека заспівати.",LinkedIn
303,60,Ганна Ґоляш,dupliiparmen@example.net,+380 68 207-93-08,Професор,Піддубна LLC,12631.53,16250.1,9,Магістр,2024-12-01,Прийнято,2024-12-09,Викинути самостійно нарада результат процес встати. Діставати доба при висловлюватися покинути незручно господь прихований.,Work.ua
304,27,Назар Єфименко,halynaprytula@example.com,083 644-57-37,Гицель,Вдовиченко Group,45888.28,56876.42,7,Середня,2024-08-08,Співбесіда,2024-08-22,,LinkedIn
305,24,Мирослав Цибуленко,iryna56@example.org,+380 56 343-80-00,Бухгалтер,"Христенко, Романенко and Цісик",42385.65,49214.25,1,Бакалавр,2023-08-24,Прийнято,2023-09-03,Тьмяний роса слати самостійно рішення білизна друкувати. Решітка прелесть господь ліворуч пастух господь поїзд спорт. Термін блін отже пані соціалістичний.,Рекомендація
306,30,Амалія Єрченко,zorianrudko@example.org,079 902-23-98,Клоун,"Єрьоменко, Андрейко and Артюшенко",26336.48,30329.14,12,Середня,2024-11-22,Прийнято,2024-11-25,Постійний міф навряд ґаздиня порт ягода бетонний розкішний. Приятель радити дружно летіти.,Сайт компанії
307,87,Кибкало Амалія Максимівна,oryna31@example.net,+380 91 653-87-66,Інженер,"Оберемко, Гупало and Баштан",44431.66,63756.44,1,Середня,2024-08-11,Прийнято,2024-08-24,Доба процес знищення вчений запустити. Метал подробиця бочок метал прихований скинути. Факультет залучати ленінград страта актриса метал.,LinkedIn
308,65,Олена Лазаренко,antonbashpolchenko@example.com,122-80-42,Співак,Шухевич-Дуплій,20674.87,24291.34,15,Бакалавр,2024-06-18,Розглядається,,,Інше
309,83,Єременко Ярослава Веніяминівна,mykytazasukha@example.org,+380 77 515 12 86,Адвокат,Голик-Твердохліб,11648.45,16082.52,3,Магістр,2024-11-11,Співбесіда,2024-11-25,,Рекомендація
310,82,Леонід Василевич,khomenkobohodar@example.net,+380 (69) 256-23-79,Інженер,"Адамчук, Микитюк and Щорс",28506.28,36832.88,10,Бакалавр,2024-01-17,Відхилено,2024-01-21,"Рішення що природний єврейський чітко.
Призначити вираз ламати соціалістичний метал сумнівний конструкція. Подробиця розгубитися коваль ґудзик казна-хто радість триста.",LinkedIn
311,93,Адам Парасюк,lazarenkovioletta@example.org,+380 33 260-50-99,Вчитель,Теличенко Group,36607.29,40968.2,8,Бакалавр,2024-06-04,Нова,,,LinkedIn
312,47,Охрім Охримович,lesiakymchuk@example.net,+380 05 601-87-78,Няня,"Артимович, Бабій and Хорішко",21532.25,24551.86,8,Бакалавр,2024-05-29,Нова,,,Рекомендація
313,37,Валентина Вобла,schmil@example.org,950-01-56,Дипломат,Девдюк-Андрощук,45133.47,53225.04,15,Магістр,2024-02-03,Прийнято,2024-02-08,"Число засунути інтернет призначити.
Труп домогтися черговий гіркий. Присісти природа степ лягати крутий. Пробувати призначити чоловічок диявол пристрасть.",Рекомендація
314,25,Еріка Алексеєнко,suprunenkoorysia@example.net,+380 59 957 56 48,Електрик,"Ющенко, Орлик and Сиротенко",16337.52,21895.79,3,Середня,2023-08-21,Розглядається,,,Сайт компанії
315,70,Любов Балабан,itelychenko@example.com,+380 97 674-29-57,Маркетолог,"Носаченко, Дзюба and Романчук",16632.86,23973.8,3,PhD,2024-05-16,Розглядається,,,Рекомендація
316,36,Михайлина Штепа,rkalenychenko@example.org,181 77 53,Продюсер,Іщак-Ковалюк,26391.66,30429.11,0,Магістр,2024-07-13,Розглядається,,,Рекомендація
317,77,Сніжана Гайдабура,ipryimak@example.org,+380 97 446 33 99,Пекар,Шевченко and Sons,13908.24,16392.58,14,Магістр,2024-06-29,Прийнято,2024-07-13,"Крутий тисяча олівець боєць багряний. Звільнення різноманітний міра. Отже небезпека полюбити протягувати.
Інший провінція вперед заклад. Пристрій черговий услати.",Work.ua
318,82,Семен Їжак,solomon51@example.org,999-68-24,Кінорежисер,"Цушко, Конопля and Андрійович",16458.32,22363.01,8,PhD,2023-07-03,Пропозиція,2023-07-17,Рішення бригада який один купа-невеличка взагалі. Виблискувати міра потім хотіти рота вказаний факультет щось.,Work.ua
319,37,Сімашкевич Адам Михайлович,valentyn62@example.com,+380 06 364-47-04,Машиніст,Єрченко Group,40267.7,50735.8,10,Бакалавр,2024-08-28,Розглядається,,,Сайт компанії
320,64,Мирослав Цибуленко,tetiana45@example.com,033 766 08 72,Продюсер,Рубець-Рябошапка,34329.43,44583.53,10,Магістр,2024-10-23,Розглядається,,,Work.ua
321,38,Орися Їжак,valentyna30@example.net,+380 (25) 873-47-21,Пекар,Хмара-Гупало,23152.97,33340.49,15,Магістр,2023-12-23,Співбесіда,2023-12-27,,Work.ua
322,62,Августин Гунько,fvernyhora@example.net,057 065 09 38,Гінеколог,Свистун and Sons,39150.93,47692.3,12,Магістр,2023-06-05,Розглядається,,,Рекомендація
323,27,Данна Чміль,valentynadeineka@example.net,144 75 15,Підприємець,Забіла LLC,43371.9,64424.22,9,PhD,2024-07-21,Відхилено,2024-08-02,"Ґудзик юний факультет зелений тута наполегливо соціалістичний. Заспокоїтися підлога інвалід ручка.
Боєць розвернутися подробиця розводити. Кидати слати функція простір.",Рекомендація
324,34,Корбут Лариса Миронівна,eibozhenkohordii@example.org,498-80-99,Гірничий інженер,"Шелест, Вакарчук and Карась",48980.54,70919.48,12,Середня,2024-09-23,Співбесіда,2024-09-26,,LinkedIn
325,56,Девдюк Опанас Несторович,ostap21@example.net,+380 (62) 659-99-07,Професор,Аверченко PLC,46803.01,57257.54,11,Середня,2024-01-12,Відхилено,2024-01-25,Порт правильний виражений зловити актриса. Юний різноманітний польовий інвалід паща. Намір затягнутися виникнення зображати ковзати занадто нестерпний провал.,Інше
326,45,Сиротенко Ілля Богданович,gsirko@example.net,+380 24 269-88-65,Намотувальник,"Ващенко-Захарченко, Вовк and Іванченко",16661.24,19995.62,10,Середня,2023-11-06,Співбесіда,2023-11-12,,Інше
327,38,Хома Артим,hdzyndra@example.net,+380 64 356-45-82,Мікробіолог,"Зінкевич, Верховинець and Штокало",15880.82,20660.85,0,Бакалавр,2024-07-07,Нова,,,Рекомендація
328,73,Ада Даньків,claba@example.net,+380 98 860-36-93,Машиніст,"Єрченко, Макогон and Дрозд",26038.02,34657.93,6,PhD,2024-07-28,Розглядається,,,Інше
