logistics_id,transport_date,transport_type,destination_type,related_id,distance_km,fuel_consumption,transport_cost,driver_name,vehicle_number,start_time,estimated_arrival,actual_arrival,status
653,2024-07-15,Вантажівка,Постачальник,667,475,16.03,1080.47,Любов Барабаш,AA7992AA,2024-07-15 01:00:00,2024-07-15 08:55:00,2024-07-15 08:41:05.890168,Заплановано
654,2023-02-26,Фура,Клієнт,365,318,27.64,4369.33,Єфрем Приходько,AA2400AA,2023-02-26 02:00:00,2023-02-26 07:18:00,2023-02-26 08:40:54.797671,В дорозі
655,2024-01-16,Легковий автомобіль,Виробництво,721,553,5.26,3835.39,Петро Стець,AA7749AA,2024-01-16 15:00:00,2024-01-17 00:13:00,2024-01-17 00:26:20.940680,Заплановано
656,2023-05-05,Мікроавтобус,Клієнт,490,254,10.66,2360.65,Галина Вовк,AA9150AA,2023-05-05 02:00:00,2023-05-05 06:14:00,2023-05-05 06:59:17.011651,В дорозі
657,2023-01-31,Фура,Постачальник,1131,111,15.02,1803.09,Ольга Гайдамака,AA1745AA,2023-01-31 02:00:00,2023-01-31 03:51:00,2023-01-31 05:03:55.602249,В дорозі
658,2023-05-27,Легковий автомобіль,Виробництво,658,802,19.25,4860.63,Анжела Артюшенко,AA2275AA,2023-05-27 05:00:00,2023-05-27 18:22:00,2023-05-27 18:06:19.397710,Доставлено
659,2024-05-05,Мікроавтобус,Виробництво,1286,105,11.57,4456.5,Златослава Уманець,AA6271AA,2024-05-05 12:00:00,2024-05-05 13:45:00,2024-05-05 18:01:34.088992,Затримка
660,2023-10-18,Вантажівка,Клієнт,577,14,10.47,1605.94,Бебешко Едита Панасівна,AA8228AA,2023-10-18 13:00:00,2023-10-18 13:14:00,2023-10-18 12:57:15.698636,В дорозі
661,2024-09-02,Вантажівка,Постачальник,246,455,7.17,2373.4,Едита Гайворонська,AA8183AA,2024-09-02 19:00:00,2024-09-03 02:35:00,2024-09-03 04:00:24.952020,В дорозі
662,2023-01-11,Мікроавтобус,Виробництво,141,956,15.46,3719.21,пані Емілія Гунько,AA2623AA,2023-01-11 05:00:00,2023-01-11 20:56:00,2023-01-11 21:49:26.128516,В дорозі
663,2024-01-14,Фура,Клієнт,745,912,26.9,3531.05,Омелян Тарасенко,AA3790AA,2024-01-14 19:00:00,2024-01-15 10:12:00,2024-01-15 10:43:48.853945,Доставлено
664,2023-11-04,Вантажівка,Виробництво,1442,397,11.82,1132.45,Панас Носаченко,AA6964AA,2023-11-04 13:00:00,2023-11-04 19:37:00,2023-11-04 20:42:20.593472,Заплановано
665,2023-07-26,Вантажівка,Склад,1491,651,14.54,1632.87,Варвара Павленко,AA9896AA,2023-07-26 11:00:00,2023-07-26 21:51:00,2023-07-26 21:29:16.809845,Доставлено
666,2024-03-15,Легковий автомобіль,Постачальник,528,385,13.26,706.93,Галина Ємельяненко,AA1320AA,2024-03-15 07:00:00,2024-03-15 13:25:00,2024-03-15 14:50:40.639442,В дорозі
667,2024-04-28,Фура,Клієнт,855,108,21.87,2796.66,Пантелеймон Дзюба,AA6195AA,2024-04-28 14:00:00,2024-04-28 15:48:00,2024-04-28 15:38:22.609416,Заплановано
668,2024-05-05,Легковий автомобіль,Склад,831,248,9.93,4240.34,добродійка Роксолана Матяш,AA4582AA,2024-05-05 10:00:00,2024-05-05 14:08:00,2024-05-05 16:07:45.736952,Заплановано
669,2023-10-22,Легковий автомобіль,Виробництво,27,358,25.88,2688.34,пані Орина Бездітко,AA2511AA,2023-10-22 16:00:00,2023-10-22 21:58:00,2023-10-23 00:05:19.697134,Затримка
670,2023-12-29,Фура,Склад,1277,361,13.42,4386.29,Орест Архимович,AA2713AA,2023-12-29 09:00:00,2023-12-29 15:01:00,2023-12-29 18:29:24.634360,Затримка
671,2024-02-17,Мікроавтобус,Склад,1248,473,29.25,4337.89,Роман Скиба,AA2513AA,2024-02-17 11:00:00,2024-02-17 18:53:00,2024-02-17 19:53:10.260229,В дорозі
672,2023-05-19,Фура,Виробництво,138,319,15.61,1725.01,Миколай Супруненко,AA1944AA,2023-05-19 18:00:00,2023-05-19 23:19:00,2023-05-20 00:42:27.325138,В дорозі
673,2023-10-27,Легковий автомобіль,Клієнт,959,477,5.35,2139.16,Богданна Штокало,AA6805AA,2023-10-27 03:00:00,2023-10-27 10:57:00,2023-10-27 12:34:55.165010,Заплановано
674,2024-11-26,Вантажівка,Постачальник,162,402,9.97,4670.52,Олекса Жадан,AA6796AA,2024-11-26 04:00:00,2024-11-26 10:42:00,2024-11-26 10:48:16.540554,Заплановано
675,2024-03-16,Вантажівка,Клієнт,974,129,26.18,4471.88,Арсен Ковпак,AA4066AA,2024-03-16 13:00:00,2024-03-16 15:09:00,2024-03-16 15:42:16.402203,Заплановано
676,2023-05-02,Вантажівка,Склад,162,510,13.18,1269.27,Давимука Устим Ігнатович,AA9036AA,2023-05-02 13:00:00,2023-05-02 21:30:00,2023-05-02 21:50:52.782738,В дорозі
677,2024-10-14,Мікроавтобус,Виробництво,872,815,15.36,3416.33,Марта Єременко,AA5002AA,2024-10-14 04:00:00,2024-10-14 17:35:00,2024-10-14 17:09:28.137117,Доставлено
678,2024-12-18,Фура,Виробництво,1126,523,12.24,2603.92,Станіслав Чалий,AA8199AA,2024-12-18 08:00:00,2024-12-18 16:43:00,2024-12-18 19:59:54.208144,Затримка
679,2023-05-08,Мікроавтобус,Склад,1138,950,19.98,2091.62,Одарка Гупало,AA7315AA,2023-05-08 15:00:00,2023-05-09 06:50:00,2023-05-09 08:17:49.103052,В дорозі
680,2023-10-17,Легковий автомобіль,Виробництво,765,504,15.76,4483.17,Леон Артимишин,AA6352AA,2023-10-17 11:00:00,2023-10-17 19:24:00,2023-10-17 23:49:05.393340,Затримка
681,2023-12-03,Легковий автомобіль,Склад,144,474,13.87,3381.64,добродій Арсен Черненко,AA8939AA,2023-12-03 13:00:00,2023-12-03 20:54:00,2023-12-04 00:02:22.162557,Затримка
682,2024-01-02,Фура,Постачальник,846,344,12.83,3013.26,Валентина Ніколюк,AA7723AA,2024-01-02 20:00:00,2024-01-03 01:44:00,2024-01-03 03:05:20.379909,Заплановано
683,2024-02-19,Легковий автомобіль,Клієнт,941,667,25.06,1867.13,Ігор Теліженко,AA2880AA,2024-02-19 20:00:00,2024-02-20 07:07:00,2024-02-20 10:19:19.822936,Затримка
684,2024-01-29,Вантажівка,Клієнт,304,882,28.7,3611.39,Алла Бабко,AA4142AA,2024-01-29 04:00:00,2024-01-29 18:42:00,2024-01-29 19:03:19.711218,В дорозі
685,2024-06-24,Мікроавтобус,Клієнт,890,233,17.46,743.75,Олекса Забарний,AA3763AA,2024-06-24 12:00:00,2024-06-24 15:53:00,2024-06-24 17:09:06.928595,Доставлено
686,2023-08-16,Фура,Виробництво,738,736,26.24,3798.91,Емілія Дубас,AA6440AA,2023-08-16 22:00:00,2023-08-17 10:16:00,2023-08-17 11:20:28.736588,Заплановано
687,2024-11-02,Фура,Склад,348,995,9.36,4463.28,Іващенко Петро Арсенович,AA7693AA,2024-11-02 06:00:00,2024-11-02 22:35:00,2024-11-03 01:43:21.531333,Затримка
688,2023-05-11,Легковий автомобіль,Клієнт,306,893,12.36,3261.44,Данна Сірченко,AA9616AA,2023-05-11 12:00:00,2023-05-12 02:53:00,2023-05-12 06:58:43.932830,Затримка
689,2024-06-25,Вантажівка,Постачальник,260,428,12.18,1206.52,Юхим Токар,AA7047AA,2024-06-25 19:00:00,2024-06-26 02:08:00,2024-06-26 02:54:23.555048,Доставлено
690,2023-02-10,Легковий автомобіль,Постачальник,230,245,12.76,3356.79,Стефан Рубан,AA4383AA,2023-02-10 06:00:00,2023-02-10 10:05:00,2023-02-10 11:41:23.533264,В дорозі
691,2024-02-03,Вантажівка,Клієнт,917,694,7.2,1239.77,Ліза Лагода,AA5436AA,2024-02-03 05:00:00,2024-02-03 16:34:00,2024-02-03 17:00:43.097688,Заплановано
692,2024-01-21,Фура,Склад,1376,559,8.0,3742.12,Клавдія Данильчук,AA6433AA,2024-01-21 01:00:00,2024-01-21 10:19:00,2024-01-21 12:07:37.721757,Доставлено
693,2024-11-09,Фура,Склад,1241,654,6.88,2551.79,Тереза Шелест,AA7837AA,2024-11-09 00:00:00,2024-11-09 10:54:00,2024-11-09 12:12:15.204597,Заплановано
694,2024-07-21,Вантажівка,Постачальник,1293,189,20.89,3249.95,Максим Супруненко,AA1733AA,2024-07-21 09:00:00,2024-07-21 12:09:00,2024-07-21 12:47:09.747384,В дорозі
695,2024-02-13,Фура,Виробництво,689,742,11.64,597.46,Пармен Павленко,AA3569AA,2024-02-13 01:00:00,2024-02-13 13:22:00,2024-02-13 13:29:35.334646,Заплановано
696,2023-12-15,Мікроавтобус,Виробництво,453,354,24.49,3559.33,Дарина Рудик,AA1236AA,2023-12-15 08:00:00,2023-12-15 13:54:00,2023-12-15 14:27:06.328746,Заплановано
697,2024-09-17,Легковий автомобіль,Виробництво,1095,618,16.99,3700.96,Олександр Бабариченко,AA2633AA,2024-09-17 12:00:00,2024-09-17 22:18:00,2024-09-17 22:38:05.970298,Доставлено
698,2023-10-11,Легковий автомобіль,Постачальник,22,457,21.98,3034.78,пан Теодор Шаповал,AA1346AA,2023-10-11 06:00:00,2023-10-11 13:37:00,2023-10-11 14:42:48.333525,Доставлено
699,2024-10-12,Вантажівка,Постачальник,1299,433,29.53,1234.85,Василина Гавриш,AA9790AA,2024-10-12 18:00:00,2024-10-13 01:13:00,2024-10-13 02:16:24.850372,Доставлено
700,2024-02-29,Вантажівка,Склад,118,804,7.12,739.31,Ігнат Токар,AA6911AA,2024-02-29 00:00:00,2024-02-29 13:24:00,2024-02-29 15:20:34.657210,Доставлено
701,2024-12-26,Вантажівка,Склад,981,307,26.47,1484.43,Венедикт Скоробогатько,AA7358AA,2024-12-26 13:00:00,2024-12-26 18:07:00,2024-12-26 17:57:11.598308,В дорозі
702,2024-05-18,Мікроавтобус,Клієнт,54,300,24.19,1222.92,Юстина Запорожець,AA2537AA,2024-05-18 05:00:00,2024-05-18 10:00:00,2024-05-18 12:45:01.413027,Затримка
703,2023-01-11,Легковий автомобіль,Клієнт,869,833,6.95,1998.83,Валентина Гаврилишина,AA4355AA,2023-01-11 10:00:00,2023-01-11 23:53:00,2023-01-12 01:31:41.333505,В дорозі
704,2024-12-28,Мікроавтобус,Клієнт,85,276,22.68,507.0,Артем Ребрик,AA7529AA,2024-12-28 04:00:00,2024-12-28 08:36:00,2024-12-28 08:23:45.807837,Доставлено
705,2024-07-13,Мікроавтобус,Виробництво,157,925,28.19,1538.77,Мілена Бгиденко,AA7074AA,2024-07-13 20:00:00,2024-07-14 11:25:00,2024-07-14 16:09:00.743205,Затримка
706,2023-08-25,Вантажівка,Клієнт,555,732,23.72,3753.66,Остап Демʼяненко,AA8214AA,2023-08-25 18:00:00,2023-08-26 06:12:00,2023-08-26 05:46:58.374088,В дорозі
707,2024-03-16,Легковий автомобіль,Виробництво,1103,135,8.61,2206.33,Єлисавета Чарниш,AA7724AA,2024-03-16 18:00:00,2024-03-16 20:15:00,2024-03-17 00:13:18.897577,Затримка
708,2023-02-15,Вантажівка,Клієнт,88,710,26.52,3827.76,Георгій Дзиндра,AA6737AA,2023-02-15 15:00:00,2023-02-16 02:50:00,2023-02-16 05:00:35.814223,Затримка
709,2024-12-11,Вантажівка,Виробництво,1233,677,15.96,3334.6,пан Ігор Щербак,AA7786AA,2024-12-11 06:00:00,2024-12-11 17:17:00,2024-12-11 17:40:28.315315,Доставлено
710,2024-01-24,Вантажівка,Склад,644,595,12.49,2684.09,Софія Романець,AA1170AA,2024-01-24 23:00:00,2024-01-25 08:55:00,2024-01-25 10:32:07.251756,Доставлено
711,2024-05-31,Легковий автомобіль,Виробництво,544,439,26.49,4372.69,пані Златослава Зарудна,AA6311AA,2024-05-31 04:00:00,2024-05-31 11:19:00,2024-05-31 11:43:38.675647,Заплановано
712,2024-11-14,Вантажівка,Виробництво,2,499,29.29,1388.1,Людмила Конопленко,AA9956AA,2024-11-14 18:00:00,2024-11-15 02:19:00,2024-11-15 06:54:31.998960,Затримка
713,2024-08-18,Мікроавтобус,Постачальник,710,195,5.53,4590.45,Алевтин Хорішко,AA6231AA,2024-08-18 10:00:00,2024-08-18 13:15:00,2024-08-18 17:18:58.515425,Затримка
714,2023-05-14,Легковий автомобіль,Клієнт,859,973,13.38,3485.59,Єлисавета Стельмах,AA3523AA,2023-05-14 09:00:00,2023-05-15 01:13:00,2023-05-15 01:11:16.455035,В дорозі
715,2023-03-24,Мікроавтобус,Склад,1036,560,12.21,2561.2,Пантелеймон Гресь,AA3230AA,2023-03-24 15:00:00,2023-03-25 00:20:00,2023-03-25 00:35:48.221719,Доставлено
716,2023-09-02,Мікроавтобус,Клієнт,498,478,19.44,4782.62,Степан Гоголь,AA8642AA,2023-09-02 15:00:00,2023-09-02 22:58:00,2023-09-03 01:01:56.452989,Затримка
717,2023-01-04,Фура,Постачальник,1277,642,18.1,4316.07,Колодуб Онисим Максимович,AA1810AA,2023-01-04 09:00:00,2023-01-04 19:42:00,2023-01-04 19:48:08.546158,Заплановано
718,2023-06-18,Легковий автомобіль,Постачальник,1258,558,21.56,3096.62,Костянтин Оберемко,AA5624AA,2023-06-18 12:00:00,2023-06-18 21:18:00,2023-06-18 23:38:46.379616,Затримка
719,2023-06-20,Легковий автомобіль,Клієнт,153,844,10.87,2885.9,Тичина Соломон Глібович,AA1390AA,2023-06-20 16:00:00,2023-06-21 06:04:00,2023-06-21 07:41:50.304937,Доставлено
720,2023-04-11,Фура,Виробництво,447,412,7.9,1443.57,Тимчук Леопольд Альбертович,AA5814AA,2023-04-11 15:00:00,2023-04-11 21:52:00,2023-04-11 23:28:25.693368,Доставлено
721,2023-04-20,Фура,Постачальник,607,55,15.44,3043.46,Ігнат Пʼятаченко,AA3709AA,2023-04-20 19:00:00,2023-04-20 19:55:00,2023-04-20 21:20:16.375545,Доставлено
722,2024-03-30,Мікроавтобус,Постачальник,1259,233,8.41,4058.42,Надія Заїка,AA1754AA,2024-03-30 23:00:00,2024-03-31 02:53:00,2024-03-31 05:14:18.547061,Затримка
723,2023-01-08,Мікроавтобус,Виробництво,260,816,26.81,3621.74,Григорій Данько,AA8274AA,2023-01-08 09:00:00,2023-01-08 22:36:00,2023-01-08 22:23:06.687255,В дорозі
724,2024-01-02,Вантажівка,Виробництво,954,531,16.05,2380.27,пан Аврелій Вергун,AA6042AA,2024-01-02 07:00:00,2024-01-02 15:51:00,2024-01-02 17:42:39.174918,Заплановано
725,2023-06-08,Фура,Виробництво,1289,913,5.57,4195.01,Василина Ґалаґан,AA7281AA,2023-06-08 12:00:00,2023-06-09 03:13:00,2023-06-09 04:44:31.019820,Заплановано
726,2024-05-01,Мікроавтобус,Постачальник,1018,221,15.39,2278.65,Болеслав Захаренко,AA7346AA,2024-05-01 13:00:00,2024-05-01 16:41:00,2024-05-01 16:52:43.866161,Доставлено
727,2024-03-12,Легковий автомобіль,Склад,548,857,27.67,503.55,Аліна Цюпа,AA3792AA,2024-03-12 11:00:00,2024-03-13 01:17:00,2024-03-13 02:54:38.538841,В дорозі
728,2023-07-29,Мікроавтобус,Виробництво,25,951,20.45,3629.5,пан Борис Якименко,AA1989AA,2023-07-29 06:00:00,2023-07-29 21:51:00,2023-07-29 23:41:07.819957,В дорозі
729,2023-11-06,Вантажівка,Постачальник,1049,292,29.58,4280.37,Алла Христенко,AA3306AA,2023-11-06 10:00:00,2023-11-06 14:52:00,2023-11-06 17:58:10.748771,Затримка
730,2023-11-21,Вантажівка,Склад,844,832,14.89,4775.76,Юхим Перебийніс,AA2894AA,2023-11-21 16:00:00,2023-11-22 05:52:00,2023-11-22 10:05:31.426030,Затримка
731,2023-06-04,Фура,Постачальник,1102,453,14.22,2280.29,Павло Матвієнко,AA4313AA,2023-06-04 10:00:00,2023-06-04 17:33:00,2023-06-04 18:05:51.875513,В дорозі
732,2023-08-10,Фура,Склад,84,192,9.63,2644.97,Ганна Влох,AA9856AA,2023-08-10 08:00:00,2023-08-10 11:12:00,2023-08-10 11:53:37.183039,Доставлено
733,2023-01-14,Фура,Склад,192,449,25.77,937.63,Софія Забіла,AA6931AA,2023-01-14 05:00:00,2023-01-14 12:29:00,2023-01-14 13:08:53.716212,Заплановано
734,2024-05-25,Легковий автомобіль,Виробництво,367,721,21.04,1180.11,Роксолана Власенко,AA4826AA,2024-05-25 10:00:00,2024-05-25 22:01:00,2024-05-25 23:43:10.154934,В дорозі
735,2024-07-30,Вантажівка,Склад,621,925,16.56,3696.44,Ольга Хоменко,AA5563AA,2024-07-30 13:00:00,2024-07-31 04:25:00,2024-07-31 04:37:33.938626,В дорозі
736,2024-04-09,Легковий автомобіль,Виробництво,612,18,5.29,4029.07,Роксолана Онищенко,AA6342AA,2024-04-09 12:00:00,2024-04-09 12:18:00,2024-04-09 12:18:04.125778,В дорозі
737,2024-09-26,Вантажівка,Постачальник,750,477,15.67,1581.93,Ярема Удовенко,AA8950AA,2024-09-26 07:00:00,2024-09-26 14:57:00,2024-09-26 15:32:25.644878,Доставлено
738,2024-05-23,Вантажівка,Клієнт,686,886,23.62,3414.86,Миколай Юхименко,AA8063AA,2024-05-23 09:00:00,2024-05-23 23:46:00,2024-05-24 00:31:44.995141,Заплановано
739,2024-06-13,Вантажівка,Виробництво,1200,241,13.54,583.05,Бабак Франц Пантелеймонович,AA7562AA,2024-06-13 19:00:00,2024-06-13 23:01:00,2024-06-13 23:02:31.658334,Доставлено
740,2023-10-15,Мікроавтобус,Склад,549,953,6.33,553.93,Щириця Орест Макарович,AA9307AA,2023-10-15 22:00:00,2023-10-16 13:53:00,2023-10-16 14:28:31.490961,Доставлено
741,2023-06-20,Мікроавтобус,Виробництво,956,90,6.88,1138.09,Дмитро Негода,AA1353AA,2023-06-20 13:00:00,2023-06-20 14:30:00,2023-06-20 16:22:12.713752,В дорозі
742,2023-11-14,Мікроавтобус,Виробництво,1207,725,23.29,1641.0,Віра Гоголь,AA7838AA,2023-11-14 08:00:00,2023-11-14 20:05:00,2023-11-14 20:05:24.946922,Заплановано
743,2023-04-16,Мікроавтобус,Клієнт,338,471,12.95,2336.09,Орест Девдюк,AA3307AA,2023-04-16 11:00:00,2023-04-16 18:51:00,2023-04-16 21:32:33.905512,Затримка
744,2023-10-27,Легковий автомобіль,Клієнт,142,822,27.91,2895.9,Аніта Єрьоменко,AA3805AA,2023-10-27 04:00:00,2023-10-27 17:42:00,2023-10-27 17:54:53.775612,Заплановано
745,2023-01-02,Легковий автомобіль,Постачальник,550,463,23.53,4738.98,Роксолана Парасюк,AA1477AA,2023-01-02 01:00:00,2023-01-02 08:43:00,2023-01-02 09:36:29.846778,Доставлено
746,2024-06-26,Фура,Склад,900,657,23.04,4362.78,Сніжана Вобла,AA5150AA,2024-06-26 12:00:00,2024-06-26 22:57:00,2024-06-26 22:53:41.290695,Доставлено
747,2023-09-14,Мікроавтобус,Склад,1303,708,13.93,1986.69,Ірена Артимишина,AA5140AA,2023-09-14 04:00:00,2023-09-14 15:48:00,2023-09-14 19:49:10.083916,Затримка
748,2023-11-11,Мікроавтобус,Постачальник,348,166,17.8,4529.52,Федір Хоменко,AA4022AA,2023-11-11 22:00:00,2023-11-12 00:46:00,2023-11-12 00:19:54.644643,Заплановано
749,2023-07-11,Фура,Виробництво,699,989,28.09,1055.81,Леонтій Данильчук,AA8729AA,2023-07-11 15:00:00,2023-07-12 07:29:00,2023-07-12 09:03:38.836415,Заплановано
750,2024-07-02,Легковий автомобіль,Клієнт,943,443,19.92,2986.57,Олександр Ґоляш,AA6284AA,2024-07-02 21:00:00,2024-07-03 04:23:00,2024-07-03 06:54:51.846957,Затримка
751,2024-01-03,Мікроавтобус,Клієнт,615,444,12.44,2185.17,Богуслав Яценюк,AA9265AA,2024-01-03 17:00:00,2024-01-04 00:24:00,2024-01-04 00:50:04.178048,Доставлено
752,2023-06-05,Вантажівка,Виробництво,927,495,26.12,817.83,пан Адам Пʼятаченко,AA7594AA,2023-06-05 21:00:00,2023-06-06 05:15:00,2023-06-06 05:56:25.840635,В дорозі
753,2024-08-30,Мікроавтобус,Виробництво,434,134,29.92,3919.91,пані Людмила Рудик,AA6858AA,2024-08-30 09:00:00,2024-08-30 11:14:00,2024-08-30 12:50:42.827815,Заплановано
754,2023-12-08,Фура,Склад,258,505,8.65,2868.39,Арсен Єфименко,AA4927AA,2023-12-08 03:00:00,2023-12-08 11:25:00,2023-12-08 11:28:31.605332,В дорозі
755,2024-09-10,Вантажівка,Виробництво,54,191,19.92,4058.97,пан Мирослав Козак,AA6284AA,2024-09-10 10:00:00,2024-09-10 13:11:00,2024-09-10 14:05:48.343544,Заплановано
756,2024-03-09,Фура,Постачальник,567,391,19.55,3417.5,Святослава Лубенець,AA7368AA,2024-03-09 12:00:00,2024-03-09 18:31:00,2024-03-09 19:02:06.858140,В дорозі
757,2024-01-10,Вантажівка,Склад,1174,40,14.49,3126.15,пані Єлисавета Дахно,AA6185AA,2024-01-10 15:00:00,2024-01-10 15:40:00,2024-01-10 20:29:04.968711,Затримка
758,2023-09-09,Мікроавтобус,Клієнт,552,803,23.15,4456.46,Юстина Скирда,AA9886AA,2023-09-09 13:00:00,2023-09-10 02:23:00,2023-09-10 03:45:49.544129,Заплановано
759,2023-11-02,Мікроавтобус,Виробництво,757,155,14.75,3445.87,пан Богодар Бабʼюк,AA2102AA,2023-11-02 19:00:00,2023-11-02 21:35:00,2023-11-02 21:55:49.533397,В дорозі
760,2024-06-09,Фура,Виробництво,910,710,12.92,4437.48,Софія Батіг,AA8432AA,2024-06-09 13:00:00,2024-06-10 00:50:00,2024-06-10 03:52:53.802501,Затримка
761,2024-12-23,Мікроавтобус,Виробництво,480,581,8.56,1233.56,Григорій Шило,AA1196AA,2024-12-23 01:00:00,2024-12-23 10:41:00,2024-12-23 11:36:35.626112,Доставлено
762,2023-05-29,Легковий автомобіль,Постачальник,877,878,22.07,3458.88,Дейсун Златослава Ярославівна,AA3876AA,2023-05-29 23:00:00,2023-05-30 13:38:00,2023-05-30 18:28:14.863118,Затримка
763,2023-11-03,Мікроавтобус,Клієнт,345,777,10.99,2302.59,Перепелиця Аврелій Веніяминович,AA5823AA,2023-11-03 19:00:00,2023-11-04 07:57:00,2023-11-04 09:29:52.820752,Заплановано
764,2024-12-13,Легковий автомобіль,Виробництво,496,369,8.85,4737.99,Мартин Дрозд,AA7343AA,2024-12-13 15:00:00,2024-12-13 21:09:00,2024-12-13 22:09:47.910136,Доставлено
765,2023-03-18,Легковий автомобіль,Клієнт,932,276,28.83,4248.98,пан Орест Дробʼязко,AA4367AA,2023-03-18 23:00:00,2023-03-19 03:36:00,2023-03-19 05:16:24.496443,Заплановано
766,2024-01-16,Легковий автомобіль,Склад,130,562,29.09,846.81,Богуслава Павленко,AA4688AA,2024-01-16 19:00:00,2024-01-17 04:22:00,2024-01-17 05:40:49.979683,Доставлено
767,2023-12-06,Легковий автомобіль,Клієнт,808,24,22.3,3230.61,Ємельяненко Феофан Вікторович,AA7505AA,2023-12-06 01:00:00,2023-12-06 01:24:00,2023-12-06 01:44:59.959345,Заплановано
768,2023-03-17,Легковий автомобіль,Склад,1020,103,12.55,2348.0,Єлисей Власюк,AA5675AA,2023-03-17 17:00:00,2023-03-17 18:43:00,2023-03-17 19:35:53.031830,Заплановано
769,2023-04-07,Фура,Клієнт,947,265,21.21,4108.2,пані Юстина Ґалаґан,AA1448AA,2023-04-07 01:00:00,2023-04-07 05:25:00,2023-04-07 05:30:09.532420,Заплановано
770,2023-11-21,Фура,Виробництво,119,605,24.05,523.42,Данна Конопля,AA2473AA,2023-11-21 14:00:00,2023-11-22 00:05:00,2023-11-22 04:17:02.322228,Затримка
771,2023-08-16,Легковий автомобіль,Постачальник,513,230,5.46,2335.78,Тереза Макогон,AA3565AA,2023-08-16 02:00:00,2023-08-16 05:50:00,2023-08-16 06:17:52.064816,Доставлено
772,2024-02-08,Мікроавтобус,Клієнт,801,460,24.95,3353.12,Софія Тимчук,AA5561AA,2024-02-08 20:00:00,2024-02-09 03:40:00,2024-02-09 05:11:47.628811,В дорозі
773,2023-03-01,Легковий автомобіль,Клієнт,606,612,24.0,4976.78,Августин Каденюк,AA4534AA,2023-03-01 10:00:00,2023-03-01 20:12:00,2023-03-01 20:36:07.273424,В дорозі
774,2023-06-03,Мікроавтобус,Постачальник,374,65,13.14,2587.66,Тетяна Абрагамовська,AA2735AA,2023-06-03 13:00:00,2023-06-03 14:05:00,2023-06-03 15:08:00.219018,Доставлено
775,2023-08-31,Фура,Клієнт,541,385,11.55,628.86,Ірена Малишко,AA6697AA,2023-08-31 01:00:00,2023-08-31 07:25:00,2023-08-31 10:37:47.742147,Затримка
776,2024-07-25,Вантажівка,Клієнт,120,375,23.08,3070.5,Кирило Ажажа,AA4071AA,2024-07-25 18:00:00,2024-07-26 00:15:00,2024-07-26 01:32:35.854079,Доставлено
777,2024-07-14,Мікроавтобус,Виробництво,560,404,17.68,3859.44,пані Клавдія Арсенич,AA5665AA,2024-07-14 12:00:00,2024-07-14 18:44:00,2024-07-14 18:20:02.219786,Заплановано
778,2023-01-06,Легковий автомобіль,Клієнт,712,370,18.48,2082.78,пані Софія Ковалюк,AA5236AA,2023-01-06 16:00:00,2023-01-06 22:10:00,2023-01-06 21:55:19.438266,Доставлено
779,2023-01-03,Фура,Клієнт,781,391,23.57,3146.17,Леопольд Овчаренко,AA8999AA,2023-01-03 10:00:00,2023-01-03 16:31:00,2023-01-03 17:16:16.008420,Доставлено
780,2023-01-13,Фура,Склад,170,217,20.52,2435.42,Валентина Василевич,AA7827AA,2023-01-13 09:00:00,2023-01-13 12:37:00,2023-01-13 13:44:09.174029,Заплановано
781,2023-04-07,Мікроавтобус,Постачальник,1150,385,10.67,2776.66,Христина Єременко,AA7479AA,2023-04-07 02:00:00,2023-04-07 08:25:00,2023-04-07 10:16:45.317709,В дорозі
782,2023-06-22,Вантажівка,Клієнт,837,337,7.88,3006.49,Ганна Редько,AA2212AA,2023-06-22 23:00:00,2023-06-23 04:37:00,2023-06-23 07:52:18.943627,Затримка
783,2024-12-15,Фура,Виробництво,141,752,23.99,4842.18,Степан Влох,AA4792AA,2024-12-15 22:00:00,2024-12-16 10:32:00,2024-12-16 12:53:21.118172,Затримка
784,2023-02-15,Вантажівка,Виробництво,410,11,27.66,2566.4,Леон Височан,AA9717AA,2023-02-15 07:00:00,2023-02-15 07:11:00,2023-02-15 09:19:08.278091,Затримка
785,2024-08-22,Вантажівка,Постачальник,966,735,13.37,3186.26,Віталій Сагаль,AA9274AA,2024-08-22 19:00:00,2024-08-23 07:15:00,2024-08-23 09:43:37.038859,Затримка
786,2023-04-02,Мікроавтобус,Виробництво,1145,472,24.25,1342.38,Климент Оберемко,AA4958AA,2023-04-02 05:00:00,2023-04-02 12:52:00,2023-04-02 12:27:13.070322,Доставлено
787,2024-03-31,Мікроавтобус,Клієнт,165,692,6.56,2082.64,Єлисавета Базилевич,AA9251AA,2024-03-31 19:00:00,2024-04-01 06:32:00,2024-04-01 10:16:05.229854,Затримка
788,2024-02-06,Вантажівка,Виробництво,858,693,20.15,3785.77,Стефан Петрик,AA5412AA,2024-02-06 15:00:00,2024-02-07 02:33:00,2024-02-07 02:42:47.920863,В дорозі
789,2024-04-27,Легковий автомобіль,Клієнт,171,372,14.08,3280.01,Ірина Гаврилюк,AA6425AA,2024-04-27 01:00:00,2024-04-27 07:12:00,2024-04-27 08:29:17.137155,В дорозі
790,2024-06-25,Фура,Виробництво,1461,179,13.86,4928.36,Стефан Акименко,AA5276AA,2024-06-25 03:00:00,2024-06-25 05:59:00,2024-06-25 08:37:04.006369,Затримка
