transaction_id,date,type,debit_account,credit_account,amount,description,reference_id,status,created_by,created_at,approved_by,approved_at,currency,exchange_rate
1936,2024-03-05,Закупівля,4100,1000,94712.1,Танцювати виражений факультет.,TRX-1936,Відхилено,Вікторія Аверченко,2024-03-05,Данна Лагода,2024-03-05 15:00:00,UAH,1.0
1937,2023-06-20,Продаж,1000,3000,439233.88879999996,Продаж товару 91,SALE-98,Відхилено,Лілія Малик,2023-06-20,Борислав Чайка,2023-06-20 13:00:00,UAH,1.0
1938,2024-08-02,Інше,1300,1000,42037.52,Аналіз танцювати дрібниця білизна падати.,TRX-1938,Проведено,Григорій Смик,2024-08-02,Гуцуляк Феофан Андрійович,2024-08-02 20:00:00,UAH,1.0
1939,2024-08-29,Продаж,1000,3000,189053.37000000002,Продаж товару 36,SALE-131,Очікує,Олекса Литвиненко,2024-08-29,,2024-08-29 02:00:00,UAH,1.0
1940,2024-08-20,Комунальні,4200,1000,78099.18,Оплата комунальних послуг,TRX-1940,Проведено,Аніта Юрченко,2024-08-20,пан Максим Алексійчук,2024-08-21 07:00:00,UAH,1.0
1941,2023-02-28,Зарплата,4100,1000,65358.42,Виплата заробітної плати,TRX-1941,Відхилено,Марʼяна Філіпенко,2023-02-28,,2023-02-28 08:00:00,UAH,1.0
1942,2023-02-18,Ремонт,4400,1000,6036.389999999999,Ремонт обладнання 23,MAINT-483,Відхилено,Єлисавета Ватаманюк,2023-02-18,Віктор Гук,2023-02-18 11:00:00,UAH,1.0
1943,2024-11-28,Зарплата,4100,1000,40939.93,Виплата заробітної плати,TRX-1943,Очікує,Артюшенко Адам Святославович,2024-11-28,Максим Василашко,2024-11-29 00:00:00,UAH,1.0
1944,2024-06-26,Ремонт,4400,1000,26324.56,Ремонт обладнання 21,MAINT-623,Проведено,добродій Макар Ящук,2024-06-26,Вікторія Рак,,UAH,1.0
1945,2024-04-12,Ремонт,4400,1000,28665.549999999996,Ремонт обладнання 50,MAINT-821,Очікує,Одарка Шухевич,2024-04-12,пані Володимира Сич,2024-04-12 15:00:00,UAH,1.0
1946,2024-04-12,Зарплата,4100,1000,96821.91,Виплата заробітної плати,TRX-1946,Відхилено,Еріка Сірко,2024-04-12,Єлисей Фаренюк,2024-04-12 23:00:00,UAH,1.0
1947,2024-07-15,Продаж,1000,3000,327771.18,Продаж товару 42,SALE-245,Відхилено,Вікторія Токар,2024-07-15,Ольга Корж,2024-07-15 02:00:00,UAH,1.0
1948,2023-07-29,Закупівля,3100,1000,19864.07,Художній поява задерти співрозмовник мигнути.,TRX-1948,Проведено,Альбіна Дейнеко,2023-07-29,Данна Ященко,,UAH,1.0
1949,2023-10-01,Закупівля,1000,1000,35719.06,Правління порт витягувати прихований.,TRX-1949,Очікує,Леон Баштан,2023-10-01,пані Сніжана Ємельяненко,2023-10-02 08:00:00,UAH,1.0
1950,2023-02-02,Інше,1200,1000,92348.51,Байдужий підкинути ручка метелик.,TRX-1950,Проведено,Захар Гунько,2023-02-02,Віра Жук,2023-02-03 19:00:00,UAH,1.0
1951,2023-12-20,Продаж,1000,3000,357099.26,Продаж товару 84,SALE-615,Очікує,Єлисей Андрійчук,2023-12-20,,2023-12-20 21:00:00,UAH,1.0
1952,2024-10-09,Закупівля,1200,1000,87882.32,Зарплата рот хліб потрясти кидати увійти.,TRX-1952,Очікує,пані Варвара Михайлюк,2024-10-09,Павло Засядько,2024-10-10 03:00:00,UAH,1.0
1953,2024-07-28,Закупівля,4100,1000,66515.61,Міра загроза ставити мить.,TRX-1953,Очікує,пан Августин Захаренко,2024-07-28,Москаль Ростислав Алевтинович,,UAH,1.0
1954,2023-04-12,Зарплата,4100,1000,12034.48,Виплата заробітної плати,TRX-1954,Відхилено,Марта Ісаєнко,2023-04-12,Климент Вернидуб,2023-04-13 10:00:00,UAH,1.0
1955,2024-02-23,Зарплата,4100,1000,90894.66,Виплата заробітної плати,TRX-1955,Проведено,пан Григорій Ісаєвич,2024-02-23,Богдан Овсієнко,2024-02-24 22:00:00,UAH,1.0
1956,2023-12-01,Закупівля,2100,1000,78895.9,Що-Небудь вітати трясти зупинити.,TRX-1956,Очікує,Віра Терещенко,2023-12-01,Аніта Шеремета,2023-12-02 03:00:00,UAH,1.0
1957,2023-03-24,Закупівля,1000,1000,43539.0,Адже ніч прохід гіркий призначити.,TRX-1957,Проведено,Адам Чабан,2023-03-24,Макар Ільєнко,2023-03-25 17:00:00,UAH,1.0
1958,2023-04-16,Ремонт,4400,1000,19194.74,Ремонт обладнання 27,MAINT-206,Проведено,Юрчук Мартин Амвросійович,2023-04-16,Бевзенко Анжела Іванівна,2023-04-16 09:00:00,UAH,1.0
1959,2024-10-09,Закупівля,1000,1000,89919.4,М'Який від'їзд єврейський означати гроші.,TRX-1959,Проведено,Марта Деряжна,2024-10-09,пані Орися Оліфіренко,2024-10-09 23:00:00,UAH,1.0
1960,2023-11-24,Комунальні,4200,1000,57738.4,Оплата комунальних послуг,TRX-1960,Відхилено,Ярослав Лемешко,2023-11-24,Надія Твердохліб,2023-11-25 08:00:00,UAH,1.0
1961,2024-05-28,Інше,1200,1000,24839.29,Черговий дошлий обуритися ковзати.,TRX-1961,Проведено,Златослава Опанасенко,2024-05-28,Олекса Ляшко,2024-05-28 18:00:00,UAH,1.0
1962,2024-08-20,Зарплата,4100,1000,5276.78,Виплата заробітної плати,TRX-1962,Відхилено,добродій Левко Давиденко,2024-08-20,Святослава Акименко,2024-08-21 15:00:00,UAH,1.0
1963,2024-11-04,Закупівля,4400,1000,62114.99,Монета прощення тривога намір висловлюватися.,TRX-1963,Очікує,Алевтин Дубас,2024-11-04,,2024-11-04 20:00:00,UAH,1.0
1964,2024-02-26,Ремонт,4400,1000,10209.26,Ремонт обладнання 26,MAINT-77,Проведено,Валентина Ісаєвич,2024-02-26,Марія Іващенко,2024-02-27 03:00:00,UAH,1.0
1965,2023-10-25,Закупівля,2100,1000,62475.12,Танцювати важливий кора салон командир хід.,TRX-1965,Проведено,Альбіна Стус,2023-10-25,Леонтій Заєць,2023-10-25 10:00:00,UAH,1.0
1966,2023-11-04,Інше,1100,1000,62498.77,Рот тута ідея. Вибирати нестерпний програміст.,TRX-1966,Відхилено,Володимира Оробець,2023-11-04,Лесь Власенко,2023-11-04 23:00:00,UAH,1.0
1967,2024-08-08,Продаж,1000,3000,122894.1888,Продаж товару 95,SALE-285,Відхилено,добродій Арсен Зубко,2024-08-08,Смик Леонтій Веніяминович,2024-08-08 19:00:00,UAH,1.0
1968,2023-02-06,Продаж,1000,3000,39506.8576,Продаж товару 81,SALE-998,Проведено,Віра Гаврилишин,2023-02-06,Пилип Сомко,2023-02-06 10:00:00,UAH,1.0
1969,2024-03-26,Інше,1200,1000,88065.77,МʼЯта черевик щастя.,TRX-1969,Відхилено,Гоголь-Яновський Макар Яремович,2024-03-26,Камілла Фастенко,2024-03-27 18:00:00,UAH,1.0
1970,2024-06-13,Інше,4200,1000,34041.2,В'Язниця висіти неправда затримати.,TRX-1970,Відхилено,Альбіна Барабаш,2024-06-13,Ярина Рябошапка,2024-06-14 19:00:00,UAH,1.0
1971,2023-09-07,Комунальні,4200,1000,15506.02,Оплата комунальних послуг,TRX-1971,Очікує,пан Руслан Дейсун,2023-09-07,,2023-09-08 16:00:00,UAH,1.0
1972,2023-05-04,Закупівля,1100,1000,83469.24,Потім доба а струмок червʼяк черевик.,TRX-1972,Проведено,Соломія Лавренко,2023-05-04,Георгій Ковпак,,UAH,1.0
1973,2024-07-04,Продаж,1000,3000,444577.2,Продаж товару 33,SALE-862,Відхилено,Златослава Їжакевич,2024-07-04,Варфоломій Артим,2024-07-05 10:00:00,UAH,1.0
1974,2023-12-06,Зарплата,4100,1000,29089.68,Виплата заробітної плати,TRX-1974,Відхилено,Леонтій Єрченко,2023-12-06,Микита Власюк,2023-12-06 04:00:00,UAH,1.0
1975,2024-07-25,Продаж,1000,3000,35235.0075,Продаж товару 54,SALE-763,Відхилено,Валентин Макогон,2024-07-25,Амвросій Штепа,2024-07-26 04:00:00,UAH,1.0
1976,2024-08-14,Ремонт,4400,1000,4946.64,Ремонт обладнання 35,MAINT-133,Проведено,Амвросій Забіла,2024-08-14,Камілла Дараган,2024-08-14 09:00:00,UAH,1.0
1977,2024-03-05,Комунальні,4200,1000,15946.98,Оплата комунальних послуг,TRX-1977,Відхилено,Мирослав Канівець,2024-03-05,Безбородько Ярослава Гаврилівна,,UAH,1.0
1978,2023-12-26,Зарплата,4100,1000,81792.25,Виплата заробітної плати,TRX-1978,Проведено,Мамчур Валентин Прохорович,2023-12-26,Антон Гайда,2023-12-27 00:00:00,UAH,1.0
1979,2024-07-02,Закупівля,3000,1000,3957.58,Народ чотири страта крутий раніше команда диявол.,TRX-1979,Проведено,Нестор Гайдай,2024-07-02,,2024-07-02 17:00:00,UAH,1.0
1980,2024-11-26,Закупівля,4500,1000,48351.57,Упор гіркий мить прірва що-небудь пірʼя.,TRX-1980,Очікує,Камілла Ємець,2024-11-26,Тереза Полтавець,,UAH,1.0
1981,2024-07-10,Інше,1300,1000,69522.09,Отже медицина художній сонце співрозмовник.,TRX-1981,Проведено,Венедикт Супруненко,2024-07-10,Миколай Микитюк,,UAH,1.0
1982,2024-05-19,Інше,1300,1000,23231.46,Чітко навіщо досліджено заява нервово висіти.,TRX-1982,Очікує,Богуслав Шутько,2024-05-19,Артем Бабич,,UAH,1.0
1983,2023-12-27,Закупівля,4100,1000,69796.56,Розлад спосіб поріг вчора.,TRX-1983,Відхилено,Дарина Гайденко,2023-12-27,,,UAH,1.0
1984,2024-12-03,Зарплата,4100,1000,22132.21,Виплата заробітної плати,TRX-1984,Проведено,Тарас Козак,2024-12-03,Кирило Яремчук,2024-12-05 00:00:00,UAH,1.0
1985,2023-07-04,Комунальні,4200,1000,7898.97,Оплата комунальних послуг,TRX-1985,Відхилено,Орина Шеремет,2023-07-04,Максим Гупало,2023-07-04 20:00:00,UAH,1.0
1986,2024-08-02,Ремонт,4400,1000,46868.33,Ремонт обладнання 1,MAINT-172,Відхилено,Лілія Жайворон,2024-08-02,Гречаник Гордій Демʼянович,2024-08-03 17:00:00,UAH,1.0
1987,2024-05-28,Закупівля,1000,1000,80887.67,Демократія соціалістичний реклама висіти.,TRX-1987,Очікує,Аврелій Саєнко,2024-05-28,Прохір Гайдамака,2024-05-29 08:00:00,UAH,1.0
1988,2024-09-11,Закупівля,4200,1000,47744.82,Головний чотири сміття приятель тута образа.,TRX-1988,Проведено,Мирослав Непорожній,2024-09-11,Гордій Петренко,2024-09-11 06:00:00,UAH,1.0
1989,2023-08-20,Закупівля,3000,1000,64225.9,Процес танцювати рот вовк.,TRX-1989,Відхилено,Данна Ґерус,2023-08-20,,2023-08-21 22:00:00,UAH,1.0
1990,2023-01-09,Інше,4500,1000,99974.59,Прохід легко кора полюбити брову яскраво.,TRX-1990,Очікує,Михайлина Андрейко,2023-01-09,Соломія Мазепа,2023-01-09 10:00:00,UAH,1.0
1991,2023-01-10,Закупівля,1200,1000,77996.03,Метелик здригатися зрідка близько співати.,TRX-1991,Відхилено,Артем Данькевич,2023-01-10,Роксолана Гунько,2023-01-10 10:00:00,UAH,1.0
1992,2024-12-26,Комунальні,4200,1000,17264.05,Оплата комунальних послуг,TRX-1992,Проведено,Онисим Аронець,2024-12-26,Ольга Ґалаґан,2024-12-26 19:00:00,UAH,1.0
1993,2023-07-09,Зарплата,4100,1000,72239.86,Виплата заробітної плати,TRX-1993,Проведено,пані Ольга Ященко,2023-07-09,Закусило Варвара Азарівна,2023-07-10 04:00:00,UAH,1.0
1994,2024-06-11,Зарплата,4100,1000,8346.65,Виплата заробітної плати,TRX-1994,Очікує,Лілія Вітрук,2024-06-11,Олекса Опанасенко,2024-06-11 20:00:00,UAH,1.0
1995,2024-04-10,Ремонт,4400,1000,38433.130000000005,Ремонт обладнання 18,MAINT-227,Проведено,пані Златослава Теліженко,2024-04-10,Анжела Пʼятаченко,2024-04-11 17:00:00,UAH,1.0
1996,2023-11-27,Зарплата,4100,1000,53641.54,Виплата заробітної плати,TRX-1996,Відхилено,Соломон Алексюк,2023-11-27,Оксана Скоробогатько,2023-11-28 18:00:00,UAH,1.0
1997,2024-09-01,Інше,1300,1000,14274.37,Ліворуч набір написати встати очко.,TRX-1997,Відхилено,Єлисавета Ярош,2024-09-01,,2024-09-02 12:00:00,UAH,1.0
1998,2023-07-03,Зарплата,4100,1000,74515.57,Виплата заробітної плати,TRX-1998,Очікує,Богданна Проценко,2023-07-03,пан Олесь Смик,2023-07-04 20:00:00,UAH,1.0
1999,2024-05-01,Інше,1100,1000,19856.13,Кут упустити вперед монета забирати кордон.,TRX-1999,Відхилено,Аврелій Каденюк,2024-05-01,Лукʼян Рудько,2024-05-02 00:00:00,UAH,1.0
2000,2023-07-28,Зарплата,4100,1000,52801.49,Виплата заробітної плати,TRX-2000,Відхилено,Данило Данько,2023-07-28,Тетяна Голик,2023-07-28 04:00:00,UAH,1.0
2001,2023-01-23,Зарплата,4100,1000,56402.32,Виплата заробітної плати,TRX-2001,Відхилено,Стефан Голик,2023-01-23,пан Азар Дрозденко,2023-01-24 15:00:00,UAH,1.0
2002,2024-05-27,Ремонт,4400,1000,4924.4400000000005,Ремонт обладнання 48,MAINT-570,Очікує,Макогон Ада Костянтинівна,2024-05-27,Костянтин Бандурка,2024-05-27 08:00:00,UAH,1.0
2003,2024-12-26,Закупівля,1000,1000,56550.33,Трубка команда трясти торгівля черевик.,TRX-2003,Проведено,Оксенія Гаєвська,2024-12-26,Ольга Титаренко,2024-12-26 19:00:00,UAH,1.0
2004,2024-12-10,Інше,1200,1000,94324.3,Матерія наступати реклама дошлий кільце недолік.,TRX-2004,Відхилено,Дарина Гоголь-Яновська,2024-12-10,Орина Медведенко,2024-12-10 14:00:00,UAH,1.0
2005,2024-06-16,Продаж,1000,3000,482046.64320000005,Продаж товару 69,SALE-890,Очікує,пан Павло Ященко,2024-06-16,Наталія Байрак,2024-06-17 08:00:00,UAH,1.0
2006,2024-09-22,Закупівля,1000,1000,2343.98,Ніж радість відповідність покидати.,TRX-2006,Очікує,пані Надія Гузенко,2024-09-22,Віталій Тимченко,2024-09-23 07:00:00,UAH,1.0
2007,2023-10-14,Ремонт,4400,1000,5483.870000000001,Ремонт обладнання 7,MAINT-437,Очікує,пані Богуслава Шеремет,2023-10-14,Тетяна Чубай,2023-10-15 02:00:00,UAH,1.0
2008,2023-04-07,Ремонт,4400,1000,13017.42,Ремонт обладнання 28,MAINT-379,Проведено,Ірина Ґерета,2023-04-07,Антон Кальченко,2023-04-07 21:00:00,UAH,1.0
2009,2024-08-12,Продаж,1000,3000,16102.825200000001,Продаж товару 24,SALE-757,Очікує,добродій Георгій Козаченко,2024-08-12,добродійка Аніта Оніщук,2024-08-12 05:00:00,UAH,1.0
2010,2024-06-22,Інше,4500,1000,74166.75,ПірʼЯ зелений набір близько гроші.,TRX-2010,Очікує,Микита Малик,2024-06-22,,2024-06-23 21:00:00,UAH,1.0
2011,2024-04-29,Комунальні,4200,1000,28530.1,Оплата комунальних послуг,TRX-2011,Проведено,Хома Їжакевич,2024-04-29,Василина Щириця,,UAH,1.0
2012,2024-10-25,Ремонт,4400,1000,6447.42,Ремонт обладнання 10,MAINT-575,Проведено,Богданна Оберемко,2024-10-25,Пріска Чубай,2024-10-25 02:00:00,UAH,1.0
2013,2024-02-03,Продаж,1000,3000,615701.292,Продаж товару 17,SALE-132,Очікує,добродійка Єва Конопля,2024-02-03,Маруся Рудько,2024-02-03 23:00:00,UAH,1.0
2014,2023-03-29,Комунальні,4200,1000,84152.07,Оплата комунальних послуг,TRX-2014,Відхилено,Аліна Олійник,2023-03-29,Амвросій Гайдабура,2023-03-29 10:00:00,UAH,1.0
2015,2024-02-19,Комунальні,4200,1000,99480.32,Оплата комунальних послуг,TRX-2015,Відхилено,пані Аніта Бабич,2024-02-19,Сергій Пилипенко,2024-02-19 06:00:00,UAH,1.0
2016,2024-11-27,Комунальні,4200,1000,54097.04,Оплата комунальних послуг,TRX-2016,Відхилено,Ярема Чабан,2024-11-27,Віра Шамрай,,UAH,1.0
2017,2023-09-23,Ремонт,4400,1000,20833.34,Ремонт обладнання 38,MAINT-187,Відхилено,Савенко Богдан Олександрович,2023-09-23,Опанас Смик,2023-09-24 02:00:00,UAH,1.0
2018,2024-01-19,Зарплата,4100,1000,32135.6,Виплата заробітної плати,TRX-2018,Очікує,Одарка Безбородько,2024-01-19,Олена Рева,2024-01-20 03:00:00,UAH,1.0
2019,2024-02-26,Комунальні,4200,1000,66888.7,Оплата комунальних послуг,TRX-2019,Очікує,Алла Копитко,2024-02-26,Дарина Юрченко,2024-02-27 00:00:00,UAH,1.0
2020,2023-04-24,Комунальні,4200,1000,84038.13,Оплата комунальних послуг,TRX-2020,Відхилено,Орися Романенко,2023-04-24,Барабаш Соломія Юстимівна,2023-04-24 07:00:00,UAH,1.0
2021,2024-07-21,Ремонт,4400,1000,11937.189999999999,Ремонт обладнання 38,MAINT-292,Очікує,Панас Аврамчук,2024-07-21,Пріска Тимченко,2024-07-21 12:00:00,UAH,1.0
2022,2023-03-22,Інше,1000,1000,12685.88,Спорт інструкція мить актриса важкий.,TRX-2022,Відхилено,пані Розалія Назаренко,2023-03-22,Шамрай Володимир Тарасович,2023-03-22 22:00:00,UAH,1.0
2023,2024-10-16,Закупівля,3100,1000,49121.98,Засунути програміст пристойний бак.,TRX-2023,Очікує,Ярослав Демʼянюк,2024-10-16,,2024-10-16 15:00:00,UAH,1.0
2024,2024-05-26,Зарплата,4100,1000,8911.75,Виплата заробітної плати,TRX-2024,Відхилено,Єва Каденюк,2024-05-26,Височан Олесь Соломонович,,UAH,1.0
2025,2023-11-24,Інше,4300,1000,67781.35,Коробка бажання свіжий порада в'язниця валюта.,TRX-2025,Відхилено,Лілія Василечко,2023-11-24,Колісниченко Охрім Іванович,2023-11-24 22:00:00,UAH,1.0
2026,2024-11-10,Ремонт,4400,1000,17800.85,Ремонт обладнання 34,MAINT-912,Проведено,Людмила Рябовіл,2024-11-10,Едуард Жадан,2024-11-10 03:00:00,UAH,1.0
2027,2024-11-15,Інше,1300,1000,62580.39,Коричневий подробиця щастя.,TRX-2027,Відхилено,пан Альберт Конопля,2024-11-15,Надія Верхола,2024-11-17 00:00:00,UAH,1.0
2028,2024-04-01,Ремонт,4400,1000,3111.3100000000004,Ремонт обладнання 15,MAINT-843,Очікує,Галина Фастенко,2024-04-01,Оксенія Цимбал,2024-04-01 23:00:00,UAH,1.0
2029,2023-11-26,Інше,1200,1000,27693.65,Радість пропаганда потягнутися.,TRX-2029,Очікує,Одарка Юрчишина,2023-11-26,Маруся Байрак,2023-11-27 08:00:00,UAH,1.0
2030,2023-11-18,Ремонт,4400,1000,27320.809999999998,Ремонт обладнання 38,MAINT-202,Відхилено,Опанас Абраменко,2023-11-18,пан Вʼячеслав Василевич,2023-11-19 06:00:00,UAH,1.0
2031,2024-01-29,Комунальні,4200,1000,44927.96,Оплата комунальних послуг,TRX-2031,Відхилено,Ростислав Остапчук,2024-01-29,Ярина Кащенко,2024-01-29 19:00:00,UAH,1.0
2032,2023-06-02,Закупівля,1000,1000,77136.79,Від'Їзд мить хліб безглуздий синок подвірʼя.,TRX-2032,Проведено,Анжела Вдовенко,2023-06-02,,2023-06-04 00:00:00,UAH,1.0
2033,2023-04-15,Інше,4300,1000,47418.12,Набір торгівля адвокат.,TRX-2033,Очікує,Єлисей Тимченко,2023-04-15,Анастасія Абраменко,2023-04-16 17:00:00,UAH,1.0
2034,2023-03-10,Закупівля,3100,1000,96734.7,Гіркий низький гіркий їсти солома.,TRX-2034,Відхилено,Микита Їжакевич,2023-03-10,Олесь Каденюк,,UAH,1.0
2035,2023-05-19,Інше,1100,1000,38907.84,Бочок трубка настати порода ягода фахівець рис.,TRX-2035,Очікує,Франц Ґалаґан,2023-05-19,Левко Палій,2023-05-21 00:00:00,UAH,1.0
2036,2023-10-28,Комунальні,4200,1000,77458.57,Оплата комунальних послуг,TRX-2036,Проведено,Литвиненко Ірена Пантелеймонівна,2023-10-28,Михайло Дерегус,2023-10-29 08:00:00,UAH,1.0
2037,2023-02-22,Ремонт,4400,1000,39592.79,Ремонт обладнання 4,MAINT-498,Відхилено,Аарон Мазур,2023-02-22,Олена Верменич,2023-02-22 10:00:00,UAH,1.0
2038,2023-06-26,Інше,2000,1000,94479.79,Плід термін ґаздиня пропадати витягувати.,TRX-2038,Відхилено,Кирило Теличенко,2023-06-26,Захар Худобʼяк,2023-06-27 20:00:00,UAH,1.0
2039,2024-11-07,Продаж,1000,3000,193102.756,Продаж товару 76,SALE-211,Очікує,Феофан Гречко,2024-11-07,,2024-11-07 05:00:00,UAH,1.0
2040,2024-07-12,Зарплата,4100,1000,36246.9,Виплата заробітної плати,TRX-2040,Очікує,Олена Франчук,2024-07-12,Височан Костянтин Костянтинович,2024-07-12 03:00:00,UAH,1.0
2041,2024-10-13,Закупівля,4400,1000,99765.95,Бок зелений написати метал.,TRX-2041,Проведено,панна Данна Бабко,2024-10-13,пан Климент Терещенко,2024-10-14 19:00:00,UAH,1.0
2042,2023-02-05,Закупівля,4300,1000,62471.09,Струмок коробка пити демократія.,TRX-2042,Проведено,Володимира Гупало,2023-02-05,Панас Зубко,2023-02-06 22:00:00,UAH,1.0
2043,2023-07-14,Закупівля,1300,1000,21513.87,Кут правильний видимо.,TRX-2043,Проведено,Олена Масляк,2023-07-14,Худобʼяк Охрім Прохорович,2023-07-15 10:00:00,UAH,1.0
2044,2023-11-12,Продаж,1000,3000,97947.22559999999,Продаж товару 84,SALE-331,Очікує,Віра Штепа,2023-11-12,Златослава Швайка,2023-11-12 13:00:00,UAH,1.0
2045,2024-04-28,Ремонт,4400,1000,34023.7,Ремонт обладнання 32,MAINT-24,Очікує,Едуард Сагаль,2024-04-28,,2024-04-28 15:00:00,UAH,1.0
2046,2024-05-08,Інше,3000,1000,80087.57,Метал факультет правління століття.,TRX-2046,Очікує,Панас Яценко,2024-05-08,Віра Масляк,2024-05-09 20:00:00,UAH,1.0
2047,2023-08-21,Продаж,1000,3000,245129.85199999998,Продаж товару 28,SALE-551,Проведено,Любов Оробець,2023-08-21,Зиновій Притула,2023-08-21 12:00:00,UAH,1.0
2048,2023-04-05,Інше,4100,1000,94486.77,Означати здалеку правильний наступати підкинути.,TRX-2048,Проведено,Кирило Ващенко,2023-04-05,,2023-04-05 12:00:00,UAH,1.0
2049,2023-02-12,Інше,4000,1000,55580.66,Команда степ поїзд метал присвятити покидати.,TRX-2049,Очікує,Мілена Дашенко,2023-02-12,Роман Данчук,2023-02-14 00:00:00,UAH,1.0
2050,2023-05-28,Продаж,1000,3000,4436.7154,Продаж товару 20,SALE-458,Очікує,Давид Комар,2023-05-28,Володимира Бгиденко,2023-05-28 20:00:00,UAH,1.0
2051,2024-11-06,Продаж,1000,3000,446.304,Продаж товару 59,SALE-829,Проведено,Галина Царенко,2024-11-06,Федір Зарудний,2024-11-07 16:00:00,UAH,1.0
2052,2023-06-10,Продаж,1000,3000,115533.70920000001,Продаж товару 61,SALE-157,Очікує,Христина Охріменко,2023-06-10,Опанас Фастенко,2023-06-11 20:00:00,UAH,1.0
2053,2024-12-28,Закупівля,2100,1000,88556.01,Єврейський болісно черевик кпсс інший.,TRX-2053,Проведено,Зорян Притула,2024-12-28,Надія Бебешко,2024-12-28 14:00:00,UAH,1.0
2054,2023-04-22,Зарплата,4100,1000,6459.62,Виплата заробітної плати,TRX-2054,Відхилено,Соломон Щириця,2023-04-22,Веніямин Гупало,2023-04-22 19:00:00,UAH,1.0
2055,2024-07-01,Продаж,1000,3000,48553.596000000005,Продаж товару 81,SALE-953,Відхилено,Людмила Давиденко,2024-07-01,Ярослава Матвієнко,2024-07-01 12:00:00,UAH,1.0
2056,2024-06-19,Ремонт,4400,1000,5115.93,Ремонт обладнання 47,MAINT-382,Відхилено,Симон Єрошенко,2024-06-19,Ярослава Сич,2024-06-20 02:00:00,UAH,1.0
2057,2024-06-23,Продаж,1000,3000,159999.4264,Продаж товару 76,SALE-703,Очікує,Давиденко Клавдія Аркадіївна,2024-06-23,Роксолана Фартушняк,2024-06-24 15:00:00,UAH,1.0
2058,2024-07-09,Ремонт,4400,1000,7281.19,Ремонт обладнання 20,MAINT-813,Очікує,Ярина Павленко,2024-07-09,Леон Пушкар,2024-07-09 21:00:00,UAH,1.0
2059,2024-01-29,Продаж,1000,3000,320865.6528,Продаж товару 3,SALE-610,Проведено,добродій Мартин Негода,2024-01-29,Анжела Єфименко,2024-01-30 18:00:00,UAH,1.0
2060,2024-10-13,Ремонт,4400,1000,23118.670000000002,Ремонт обладнання 30,MAINT-596,Очікує,Валентина Свистун,2024-10-13,Назар Шелест,2024-10-14 15:00:00,UAH,1.0
2061,2024-11-05,Ремонт,4400,1000,4181.93,Ремонт обладнання 21,MAINT-36,Проведено,пані Віра Шелест,2024-11-05,,2024-11-06 03:00:00,UAH,1.0
2062,2023-05-18,Закупівля,4300,1000,8132.03,Слати гіркий перебивати адвокат.,TRX-2062,Проведено,Онисим Гресь,2023-05-18,Єва Дахно,2023-05-19 11:00:00,UAH,1.0
2063,2024-02-25,Інше,1300,1000,14521.57,Дрібниця гіркий головка отже.,TRX-2063,Очікує,Климент Гресь,2024-02-25,,2024-02-26 14:00:00,UAH,1.0
2064,2023-09-20,Комунальні,4200,1000,69335.38,Оплата комунальних послуг,TRX-2064,Відхилено,Ярослава Тичина,2023-09-20,Еріка Шовкопляс,2023-09-20 04:00:00,UAH,1.0
2065,2024-11-20,Ремонт,4400,1000,34539.520000000004,Ремонт обладнання 7,MAINT-160,Очікує,Чередник Людмила Соломонівна,2024-11-20,добродій Костянтин Кириленко,2024-11-20 07:00:00,UAH,1.0
2066,2024-09-24,Зарплата,4100,1000,6121.2,Виплата заробітної плати,TRX-2066,Відхилено,Мілена Швачка,2024-09-24,добродій Олекса Лавренко,2024-09-24 15:00:00,UAH,1.0
2067,2023-09-03,Продаж,1000,3000,349932.128,Продаж товару 68,SALE-186,Відхилено,Сніжана Малик,2023-09-03,,2023-09-04 18:00:00,UAH,1.0
2068,2023-08-14,Закупівля,4000,1000,77534.42,Страта важкий ніч. Що-Небудь зате друкувати упор.,TRX-2068,Очікує,Марта Деркач,2023-08-14,Олесь Адамчук,2023-08-15 11:00:00,UAH,1.0
2069,2024-05-17,Ремонт,4400,1000,18458.59,Ремонт обладнання 7,MAINT-117,Очікує,Богданна Носаченко,2024-05-17,Юстина Симоненко,2024-05-18 01:00:00,UAH,1.0
2070,2023-09-27,Ремонт,4400,1000,13166.65,Ремонт обладнання 22,MAINT-360,Очікує,Святослава Юрчишина,2023-09-27,Лариса Рубан,2023-09-27 21:00:00,UAH,1.0
2071,2024-07-10,Комунальні,4200,1000,40254.73,Оплата комунальних послуг,TRX-2071,Проведено,Аніта Лагода,2024-07-10,Златослава Товстоліс,2024-07-10 23:00:00,UAH,1.0
2072,2023-07-08,Продаж,1000,3000,51073.938,Продаж товару 95,SALE-55,Очікує,Георгій Карась,2023-07-08,,2023-07-08 09:00:00,UAH,1.0
2073,2024-01-23,Продаж,1000,3000,144020.67,Продаж товару 42,SALE-444,Відхилено,Людмила Короленко,2024-01-23,Шамрай Алевтин Русланович,2024-01-24 07:00:00,UAH,1.0
2074,2024-03-27,Продаж,1000,3000,55286.1378,Продаж товару 49,SALE-603,Очікує,Цимбал Євген Романович,2024-03-27,Степан Сімашкевич,2024-03-27 18:00:00,UAH,1.0
2075,2024-07-31,Продаж,1000,3000,137916.3672,Продаж товару 34,SALE-26,Відхилено,Оксана Щорс,2024-07-31,Леопольд Вітер,2024-08-01 18:00:00,UAH,1.0
